subject,item,surprisal,generator,context,condition,subject_id
3.5T1S1,25,6.797954905,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,25,6.239748244,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,25,6.448887763,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,25,6.569309414,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,26,5.320175388,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,26,5.154071315,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,26,5.245549728,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,26,5.811202567,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,26,6.249268835,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,26,5.603076168,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,27,5.718728582,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,27,6.075385112,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,27,5.949688453,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,27,6.514881716,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,27,6.317674271,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,27,6.43317342,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,28,6.371432544,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,28,6.098459422,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,28,6.34025546,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,28,5.554105947,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,28,5.529908167,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,28,5.521907939,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,29,5.733267102,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,29,5.424080206,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,29,5.201706086,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,29,5.86645372,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,29,6.161851802,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,29,5.97216507,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,30,6.671034734,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,30,6.264611828,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,30,6.660050471,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,30,6.706316724,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,30,6.656989249,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,30,6.328784018,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,31,6.080359007,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,31,6.309818653,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,31,6.196488171,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,31,6.205198822,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,31,6.431598888,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,31,6.110233348,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,32,6.37964655,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,32,6.281644738,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,32,6.261902177,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,32,6.041046854,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,32,6.01309934,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,32,5.961346854,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,33,5.793564133,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,33,5.969405304,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,33,5.719614116,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,33,6.248720612,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,33,6.235039654,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,33,5.875635918,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,34,6.485608612,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,34,6.584145153,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,34,6.356524348,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,34,5.953148362,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,34,6.096486036,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,34,6.041076921,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,35,6.597191191,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,35,6.665078885,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,35,6.733631187,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,35,7.159935408,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,35,7.195601469,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,35,6.540175052,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S1,36,6.740633206,gpt-3.5-turbo-16k,high,RA,2
3.5T1S1,36,6.270285649,gpt-3.5-turbo-16k,high,EW,2
3.5T1S1,36,6.452190996,gpt-3.5-turbo-16k,high,OH,2
3.5T1S1,36,6.202965101,gpt-3.5-turbo-16k,medium,RA,2
3.5T1S1,36,5.876156713,gpt-3.5-turbo-16k,medium,EW,2
3.5T1S1,36,6.001600841,gpt-3.5-turbo-16k,medium,OH,2
3.5T1S2,1,6.042095922,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,1,6.206829687,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,1,6.007153553,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,1,5.905627954,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,1,5.997363944,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,1,5.694889241,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,2,6.498409343,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,2,6.856348902,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,2,6.218199307,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,2,5.328115206,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,2,5.573988873,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,2,5.646513528,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,3,6.712299072,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,3,6.723577773,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,3,6.681483604,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,3,7.271974949,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,3,7.041490188,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,3,6.902857998,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,4,6.365986886,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,4,5.875374748,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,4,4.318738261,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,4,5.84552186,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,4,6.044622913,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,4,4.782320865,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,5,5.355786378,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,5,5.628831406,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,5,5.395310769,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,5,6.637803338,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,5,6.08661199,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,5,5.966357541,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,6,6.250611775,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,6,6.435817778,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,6,6.363238517,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,6,6.344944428,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,6,5.737166454,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,6,5.891489338,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,7,5.821228218,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,7,6.063690493,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,7,5.847412001,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,7,6.536668915,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,7,6.058282588,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,7,6.830751292,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,8,6.478278683,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,8,5.719519354,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,8,6.133313179,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,8,5.735454987,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,8,6.077382921,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,8,6.264658435,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,9,6.287505666,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,9,6.915871163,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,9,6.524607574,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,9,6.624037726,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,9,6.892962791,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,9,6.965758337,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,10,6.063296346,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,10,5.728009342,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,10,6.021058289,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,10,6.353724722,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,10,6.387592643,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,10,6.001964271,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,11,6.414542608,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,11,6.981078509,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,11,6.42524321,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,11,6.070475155,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,11,6.873768309,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,11,6.65534942,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,12,5.410399386,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,12,6.301182929,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,12,5.83725293,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,12,5.055195868,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,12,5.527095234,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,12,5.535267122,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,13,5.975799762,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,13,6.148228959,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,13,5.252185025,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,13,6.298580481,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,13,6.875806125,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,13,6.370707256,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,14,6.825001892,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,14,7.342122132,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,14,7.079053701,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,14,6.200316294,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,14,5.580605343,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,14,6.02330639,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,15,6.747794333,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,15,6.623289042,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,15,6.790829989,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,15,6.811079691,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,15,6.703034615,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,15,7.006586203,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,16,6.662661982,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,16,6.055221101,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,16,6.642598372,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,16,6.640570576,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,16,6.30287218,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,16,6.189215048,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,17,6.304453152,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,17,6.100166594,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,17,6.434160021,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,17,6.763954574,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,17,6.554633947,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,17,6.241936565,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,18,6.540695678,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,18,6.705879043,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,18,6.150086596,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,18,5.98810651,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,18,6.251874439,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,18,5.550288566,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,19,6.743179483,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,19,6.716644951,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,19,6.73489403,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,19,6.147825133,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,19,5.745868352,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,19,5.753888739,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,20,5.755559855,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,20,6.039815827,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,20,5.955786066,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,20,6.34704638,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,20,5.953893794,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,20,5.761006811,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,21,7.03912889,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,21,7.612881835,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,21,6.33678426,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,21,6.683616194,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,21,6.587950344,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,21,6.487743827,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,22,6.045761733,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,22,5.862328586,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,22,6.1798336,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,22,6.237942847,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,22,6.138423866,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,22,6.196015964,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,23,6.884517187,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,23,6.595492905,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,23,6.400116694,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,23,5.507176255,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,23,6.43716992,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,23,6.078080708,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,24,5.884671134,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,24,6.356942534,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,24,6.315704278,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,24,6.292664314,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,24,6.428120258,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,24,6.383120444,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,25,6.956154649,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,25,7.18889101,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,25,6.92872085,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,25,6.400238019,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,25,6.627953614,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,25,6.34862846,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,26,5.03927214,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,26,5.728695996,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,26,5.437251503,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,26,6.036576597,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,26,6.710649553,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,26,6.105749989,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,27,6.533533334,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,27,6.266962025,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,27,6.097000727,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,27,7.021648099,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,27,6.738015503,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,27,6.903451297,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,28,6.272412108,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,28,6.311667556,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,28,6.173540646,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,28,5.42714244,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,28,5.721345133,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,28,5.39506806,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,29,6.323770176,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,29,6.376192603,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,29,5.641195179,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,29,5.808959109,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,29,6.191576726,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,29,6.048683332,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,30,6.476667596,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,30,6.185255533,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,30,6.146926704,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,30,6.86598546,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,30,6.34316056,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,30,6.968545986,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,31,5.90901655,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,31,6.350417918,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,31,6.023611495,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,31,6.201287065,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,31,6.468012367,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,31,6.375465069,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,32,6.702584371,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,32,6.34907252,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,32,6.52019463,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,32,5.94936463,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,32,5.979347142,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,32,5.983621456,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,33,6.126459609,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,33,5.798506541,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,33,6.127978027,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,33,6.553811057,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,33,6.501901585,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,33,6.175178305,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,34,6.454577943,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,34,6.514525589,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,34,6.231978322,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,34,5.842116472,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,34,6.008164478,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,34,5.927299636,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,35,6.720002335,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,35,6.654247946,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,35,6.330815271,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,35,7.774437269,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,35,6.94399787,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,35,6.802246629,gpt-3.5-turbo-16k,medium,OH,3
3.5T1S2,36,6.246019435,gpt-3.5-turbo-16k,high,RA,3
3.5T1S2,36,6.44772126,gpt-3.5-turbo-16k,high,EW,3
3.5T1S2,36,6.29791005,gpt-3.5-turbo-16k,high,OH,3
3.5T1S2,36,5.501066241,gpt-3.5-turbo-16k,medium,RA,3
3.5T1S2,36,5.441493079,gpt-3.5-turbo-16k,medium,EW,3
3.5T1S2,36,5.386897908,gpt-3.5-turbo-16k,medium,OH,3
5.2T1S0,1,5.763938652,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,1,5.948579649,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,1,6.062639497,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,1,5.980917734,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,1,5.945585979,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,1,5.505649027,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,2,6.228352725,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,2,6.23626145,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,2,6.507918645,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,2,5.50080991,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,2,5.514203552,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,2,5.530677462,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,3,7.005471404,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,3,6.748804871,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,3,6.754875578,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,3,6.784748121,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,3,7.127939253,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,3,6.815382574,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,4,6.522556579,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,4,5.679056346,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,4,5.753775662,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,4,5.723930385,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,4,5.554650591,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,4,5.843879029,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,5,5.401698162,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,5,5.45787313,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,5,5.515959748,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,5,5.854214653,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,5,6.542564702,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,5,6.563141352,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,6,6.55398649,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,6,6.550162874,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,6,6.515046163,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,6,6.391809187,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,6,6.509077618,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,6,6.686522238,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,7,6.094098505,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,7,5.765594291,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,7,5.530936543,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,7,6.457920195,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,7,6.202927629,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,7,6.426030536,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,8,6.157470799,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,8,6.09576842,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,8,6.358274337,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,8,5.747391717,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,8,5.920496676,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,8,5.616007636,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,9,6.47104001,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,9,6.458227745,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,9,6.450024859,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,9,7.171697075,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,9,6.527225566,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,9,6.95536356,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,10,6.570922395,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,10,6.316891869,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,10,6.43946608,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,10,6.618269573,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,10,6.33633101,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,10,6.523836622,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,11,6.252260668,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,11,6.668373658,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,11,6.815103563,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,11,6.105631382,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,11,7.016113412,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,11,6.76640896,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,12,6.275824906,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,12,6.518445962,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,12,6.144140721,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,12,6.055256819,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,12,5.924031423,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,12,5.870636182,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,13,6.320128796,gpt-5.2-chat-latest,high,RA,4
5.2T1S0,13,6.279344003,gpt-5.2-chat-latest,high,EW,4
5.2T1S0,13,6.09198317,gpt-5.2-chat-latest,high,OH,4
5.2T1S0,13,7.078191041,gpt-5.2-chat-latest,medium,RA,4
5.2T1S0,13,6.582350346,gpt-5.2-chat-latest,medium,EW,4
5.2T1S0,13,6.803077127,gpt-5.2-chat-latest,medium,OH,4
5.2T1S0,14,7.112330508,gpt-5.2-chat-latest,high,RA,4
