"id","startdate","datestamp","A1","A1_other","A1B_1","A1B_2","A2","A3","A4","P1","P2","P3","P3B","P4_1","P4_2","P4_3","P4_4","P4_5","P6","S1_1_1","S1_1_2","S1_1_3","S1_2_1","S1_2_2","S1_2_3","S1_3_1","S1_3_2","S1_3_3","S1_4_1","S1_4_2","S1_4_3","S1_5_1","S1_5_2","S1_5_3","S1_6_1","S1_6_2","S1_6_3","S1_7_1","S1_7_2","S1_7_3","S1_8_1","S1_8_2","S1_8_3","S1_9_1","S1_9_2","S1_9_3","S1_10_1","S1_10_2","S1_10_3","S1B_11_1","S1B_11_2","S1B_11_3","S1B_12_1","S1B_12_2","S1B_12_3","S1B_13_1","S1B_13_2","S1B_13_3","S1B_14_1","S1B_14_2","S1B_14_3","S1B_15_1","S1B_15_2","S1B_15_3","S1B_16_1","S1B_16_2","S1B_16_3","S1B_17_1","S1B_17_2","S1B_17_3","S1B_18_1","S1B_18_2","S1B_18_3","S1B_19_1","S1B_19_2","S1B_19_3","S1B_20_1","S1B_20_2","S1B_20_3","S1C_21_1","S1C_21_2","S1C_21_3","S1C_22_1","S1C_22_2","S1C_22_3","S1C_23_1","S1C_23_2","S1C_23_3","S1C_24_1","S1C_24_2","S1C_24_3","S1C_25_1","S1C_25_2","S1C_25_3","S1C_26_1","S1C_26_2","S1C_26_3","S1C_27_1","S1C_27_2","S1C_27_3","S1C_28_1","S1C_28_2","S1C_28_3","S1C_29_1","S1C_29_2","S1C_29_3","S1C_30_1","S1C_30_2","S1C_30_3","S1D_31_1","S1D_31_2","S1D_31_3","S1D_32_1","S1D_32_2","S1D_32_3","S1D_33_1","S1D_33_2","S1D_33_3","S1D_34_1","S1D_34_2","S1D_34_3","S1D_35_1","S1D_35_2","S1D_35_3","S1D_36_1","S1D_36_2","S1D_36_3","S1D_37_1","S1D_37_2","S1D_37_3","S1D_38_1","S1D_38_2","S1D_38_3","S1D_39_1","S1D_39_2","S1D_39_3","S1D_40_1","S1D_40_2","S1D_40_3","S1E_41_1","S1E_41_2","S1E_41_3","S1E_42_1","S1E_42_2","S1E_42_3","S1E_43_1","S1E_43_2","S1E_43_3","S1E_44_1","S1E_44_2","S1E_44_3","S1E_45_1","S1E_45_2","S1E_45_3","S1E_46_1","S1E_46_2","S1E_46_3","S1E_47_1","S1E_47_2","S1E_47_3","S1E_48_1","S1E_48_2","S1E_48_3","S2_1","S2_2","S3_1","S3_2","S4","S5","S6_1","S6_2","S6_3","S6_4","S6_6","S6_7","S6_5","S6OTH1","S6OTH2","S7_1","S7_2","S7_3","S8_1","S8_2","S8B_1","S9","S10","S11","S11B","Q1_1","Q1_2","Q1_3","Q2","Q3","Q3A","Q3A2","Q4","Q4B","Q5","Q5B","Q01","Q02","Q03","Q04","Q05","Q11","Q11OTH","Q21_1","Q21_2","Q21_3","Q31","Q31B","Q32_1","Q411","Q412","Q422","Q43","Q51A_1","Q51A_2","Q51A_3","Q51B_1","Q51B_2","Q51B_3","Q521","Q522_1","Q522_2","Q522_3","Q522_4","Q522_5","Q522_6","Q522_7","Q522OTH","Q531","Q532_1","Q532_2","Q532_3","CODS1_4_3","CODS1_6_3","CODS1_10_3","CODS1B_11_3","CODS1B_13_3","CODS1B_14_3","CODS1B_15_3","CODS1B_16_3","CODS1B_17_3","CODS1B_18_3","CODS1B_19_3","CODS1C_21_3","CODS1C_22_3","CODS1C_23_3","CODS1C_24_3","CODS1C_25_3","CODS1C_26_3","CODS1C_27_3","CODS1C_30_3","CODS1D_31_3","CODS1D_32_3","CODS1D_36_3","CODS1D_37_3","CODS1D_38_3","CODS1D_39_3","CODS6OTH1","CODS6OTH2","CODS10","CODS11B","CODQ3A2","CODQ4B","CODQ5B","CODQ11OTH","CODQ522OTH","answersurvey","pid","nattempts","dayinterview","distrito","Gradex","I_Male","I_Agey","I_Ethnicity_Mestizo","I_Ethnicity_Blanco","I_Ethnicity_Indigena","I_Ethnicity_Afroecuatoriano","I_Ethnicity_Montubio","I_Ethnicity_Otro","I_Ethnicity_Mulato","I_Language_Esp_idioma_extr","I_Language_Nativa_idioma_extr","I_Language_Nativa_y_esp","I_Language_Solo_esp","I_Language_Solo_lengua_nativa","I_10_Income","IV_Mother_edu_Bachiller","IV_Mother_edu_LicenciaturaUnive","IV_Mother_edu_Maestria","IV_Mother_edu_PhD","IV_Mother_edu_Secundariaomenor","IV_Mother_work","IV_Mother_business","IV_Mothers_employees","IV_Father_work","IV_Father_edu_Bachiller","IV_Father_edu_LicenciaturaUnive","IV_Father_edu_Maestria","IV_Father_edu_PhD","IV_Father_edu_Secundariaomenor","IV_Father_business","IV_Fathers_employees","IV_Sibling_work","IV_Sibling_edu_Bachiller","IV_Sibling_edu_LicenciaturaUniv","IV_Sibling_edu_Maestria","IV_Sibling_edu_PhD","IV_Sibling_edu_Secundariaomeno","IV_Sibling_business","IV_Siblings_employees","havephone","dadphone","mumphone"
578,4/2/2020 15:54:10,4/2/2020 16:07:59,1,,,,4/2/2020,3,40000995,1,1,1,,1,2,1,1,1,6,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,8,,,17,,,17,,,8,,,8,,,3,,,3,,,3,,,3,,,3,,,3,,,20,,,20,,,20,,,20,,,8,,,8,,,2,,,23,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,10,2,1,2,1,2,1,1,2,2,,,1,1,1,2,0,5,"Lenguaje","Videos de inglés",1,"Otro idioma",1,,,1,2,,,2,,2,,2,4,4,4,5,4,,0,1,0,"Estresada",7,8,2,,,1,,,,3,,,1,,,,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,1,40000995,1,2,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0",".931574709533638","0","0","0","0","1","1","1","4","1","0","0","0","0","1","0","1","1","0","1","0","0","0","1","2",1,0,0
3555,4/18/2020 18:04:00,4/18/2020 18:22:35,1,,,,4/18/2020,6,40000996,1,1,1,,1,1,2,1,1,8,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,9,,,9,,,9,,,9,,,17,,,17,,,17,,,17,,,8,,,9,,,9,,,9,,,9,,,9,,,7,,,3,,,3,,,20,,,20,,,20,,,8,,,2,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,10,0,10,1,2,,,,,,,,,,2,1,1,1,30,4,"INFORMATICA","CLASES EN LINEA",1,"MEJORAR MATERIA DE FISICA",6,,,2,2,,,1,"VENDER ROPA",2,,2,3,5,5,5,4,,0,0,1,"FUSTRADO",7,7,2,,,3,,,,,,1,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,5,,4,,,,1,40000996,1,18,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0","1.00056305853987","1","0","0","0","0","1","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0",0,1,1
2434,4/10/2020 21:29:32,4/10/2020 21:51:00,1,,,,4/10/2020,9,40000997,1,1,1,,1,1,1,1,2,5,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,3,,,20,,,20,,,17,,,17,,,17,,,17,,,8,,,8,,,17,,,17,,,17,,,17,,,98,,,98,,,17,,,17,,,17,,,22,,,22,,,20,,,20,,,8,,,17,,,17,,,17,,,17,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,30,2,1,2,2,2,1,1,2,1,"Whatsapp",,1,1,1,8,0,5,"Química","Ejercicios",2,,3,,,1,2,,,2,,2,,2,3,5,4,4,4,,1,0,0,"Triste",1,3,2,,,1,,,,1,,,1,,1,,1,,,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,5,,30,,,,,,,1,40000997,1,10,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","-.177576390233574","1","0","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0",1,0,0
1808,4/8/2020 14:17:22,4/8/2020 14:29:23,1,,,,4/8/2020,10,40000998,1,1,1,,2,1,1,2,2,8,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,8,,,9,,,9,,,9,,,9,,,9,,,9,,,7,,,8,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,2,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,1,1,2,2,2,2,2,2,1,"WhatsApp",,1,1,1,8,0,4,"Historia","Conversatorios en fisica",1,"Aprender ingles",2,,,1,2,,,2,,2,,2,2,3,3,5,4,,0,0,1,"Impotencia",7,10,1,,,,1,,,,,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,21,1,,,,,,1,40000998,1,8,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","-.67152963762745","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0",0,0,1
2349,4/10/2020 15:38:07,4/10/2020 15:41:23,8,"DIRECTO AL BUZON",,,4/10/2020,5,40000999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40000999,1,10,"17D11","1","1","16","0","0","1","0","0","0","0","0","0","0","1","0","-.266894","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","12","1","0","1","0","0","0","1","3",1,0,0
1580,4/7/2020 12:51:49,4/7/2020 13:14:07,1,,,,4/7/2020,1,40001000,1,1,1,,2,1,1,1,1,8,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,2,,,20,,,20,,,7,,,7,,,8,,,3,,,3,,,3,,,3,,,3,,,3,,,20,,,20,,,20,,,20,,,7,,,7,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,22,,,22,,,22,,,23,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,2,0,2,1,2,2,2,1,1,2,1,"Hangoutf",,2,1,1,2,0,3,"Historia","Ninguna",2,,,,,3,2,,,2,,2,,2,2,4,4,5,4,,0,1,0,"Ancioso",7,6,2,,,3,,,,1,,1,1,,,,2,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,97,,,,,,,1,40001000,1,7,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0",".600134508861604","0","0","0","0","1","1","1","1","1","1","0","0","0","0","1","3","0","0","0","0","0","1","0","0",1,0,0
2912,4/14/2020 16:12:15,4/14/2020 16:26:12,1,,,,4/14/2020,5,40001001,1,1,1,,2,1,1,1,1,3,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,8,,,9,,,9,,,9,,,9,,,3,,,3,,,7,,,7,,,7,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,3,,,3,,,8,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,2,1,2,2,2,1,1,1,2,,,1,1,1,5,0,4,"INFORMATICA","HISTORIA CIVILIZACIONES ANTIGUA MAPAS CONCEPTUALES",2,,,,,1,2,,,2,,2,,2,2,3,4,4,4,,0,1,0,"FRUSTRADA",4,7,2,,,1,,,,1,1,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,1,40001001,1,14,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","1.9846393459025","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","3","1","0","0","1","0","0","1","1",1,0,0
1961,4/8/2020 22:09:57,4/8/2020 22:10:22,4,,,,4/8/2020,10,40001002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40001002,1,8,"17D11","1","0","14","1","0","0","0","0","0","0","0","0","0","1","0","-.144345237513522","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","NA","0","0","0","0","0","NA","NA",1,0,0
4094,5/1/2020 14:06:11,5/1/2020 14:22:09,1,,,,5/1/2020,6,40001003,1,1,1,,2,2,1,1,1,12,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,8,,,2,,,3,,,3,,,3,,,3,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,14,,,14,,,14,,,14,,,14,,,14,,,98,,,98,,,98,,,7,,,8,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,2,1,2,2,2,2,1,2,2,,,1,1,1,4,0,3,"lenguaje","HISTORIA MEJOR EXPLICACION",1,"APRENDE UN ISTRUMENTO MUSICAL",,,,2,2,,,2,,2,,1,2,5,5,5,4,,0,0,1,"FUSTRADO",7,8,2,,,1,,,,1,,,1,,,,1,2,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,1,40001003,1,31,"17D11","1","1","14","1","0","0","0","0","0","0","0","0","0","1","0",".0364512773894054","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1,0,0
2278,4/10/2020 10:20:03,4/10/2020 10:40:18,1,,,,4/10/2020,1,40001004,1,1,1,,2,1,1,1,1,5,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,13,,,17,22,,17,22,,17,22,,17,,,17,,,20,,,20,,,20,,,20,,,20,,,7,,,7,,,8,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,1,0,2,2,,,,,,,,,,2,1,1,6,0,5,"Lenguaje","Ninguna",2,,,,,1,2,,,2,,2,,3,4,3,5,5,4,,0,1,0,"Triste",1,6,1,,,,,,1,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,1,40001004,1,10,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0","-.266894006351978","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",0,1,1
3395,4/16/2020 18:16:15,4/16/2020 18:17:46,13,"EL ESTUDIANTE SE FUE AL EXTRANJERO",,,4/16/2020,2,40001005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40001005,4,16,"17D11","1","1","14","0","0","0","0","0","1","0","0","0","0","1","0",".473601443005086","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","4","1","0","1","0","0","0","1","0",1,0,0
2123,4/9/2020 15:29:12,4/9/2020 15:29:57,8,"Directo al buzón",,,4/9/2020,3,40001006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40001006,1,9,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0",".147188465650866","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","NA","0","0","0","0","0","NA","NA",1,0,0
2646,4/11/2020 17:09:45,4/11/2020 17:25:43,8,"DIRECTO AL BUZON",,,4/11/2020,5,40001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40001007,1,11,"17D11","1","1","15","1","0","0","0","0","0","0","0","0","0","1","0",".536385766107725","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","4","0","0","0","0","0","1","0","0",1,0,0
3826,4/24/2020 17:00:22,4/24/2020 17:50:56,1,,,,4/24/2020,6,40001008,1,1,1,,1,1,1,1,2,5,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,3,,,9,,,9,,,9,,,9,,,9,,,9,,,9,,,8,,,8,,,9,,,9,,,9,,,3,,,3,,,3,,,3,,,3,,,20,,,20,,,20,,,20,,,8,,,8,,,3,,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,0,2,2,,,,,,,,,,1,1,1,0,0,4,"NINGUNA","INFORMATICA CLASES POR SUMM",1,"APRENDER A TOCAR LA GUITARRA, HACER EJERCICIO",5,,,2,2,,,1,"INVESTIGAR SOBRE LAS UNIVERSIDADES",2,,3,2,5,4,4,4,,1,0,0,"MAL",9,5,3,1,1,,,,,1,,,1,,,,,2,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,4,,3,,,,1,40001008,1,24,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0",".661460578512306","0","1","0","0","0","0","1","2","1","0","1","0","0","0","1","2","1","0","0","1","0","0","0","0",1,0,0
2831,4/14/2020 11:44:15,4/14/2020 12:08:15,1,,,,4/14/2020,3,40001009,1,1,1,,1,2,1,1,1,5,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,9,,,9,,,9,,,9,,,9,,,8,,,8,,,23,22,,23,22,,23,22,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,8,,,3,23,,3,23,,3,23,,3,23,,3,,,3,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,0,1,30,1,1,2,2,2,1,1,2,2,,,1,1,1,4,30,2,"Informática","Video de campos de acción",1,"Mejor relación con la familia",,,,1,2,,,1,"Buscar carreras",2,,2,2,5,5,5,4,,0,0,1,"Triste",1,5,2,,,2,,,,1,,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,22,,3,,,,1,40001009,1,14,"17D11","1","0","16","1","0","0","0","0","0","0","0","0","0","1","0","-.108588041227345","0","0","0","0","1","1","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0",1,0,0
2748,4/11/2020 22:50:25,4/11/2020 22:51:00,4,,,,4/11/2020,9,40001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40001010,1,11,"17D11","1","1","16","1","0","0","0","0","0","0","0","0","1","0","0","-.257447165624607","0","0","0","0","1","1","1","1","1","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0",1,0,0
3832,4/24/2020 17:44:58,4/24/2020 18:13:58,1,,,,4/24/2020,1,40001011,1,1,1,,1,1,1,1,1,9,1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,4,,,4,,,4,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,17,,,17,,,17,,,17,,,4,,,4,,,4,,,4,,,7,,,7,,,7,,,8,,,8,,,3,,,3,,,3,,,3,,,22,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,1,0,2,1,2,2,2,1,1,2,2,,,2,1,1,5,30,3,"Física","Investigar sobre biología",1,"Aprender inglés",,,,3,2,,,2,,2,,2,3,4,4,5,4,,0,0,1,"Triste",1,6,2,,,3,,,,,1,1,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,1,40001011,2,24,"17D11","1","0","15","1","0","0","0","0","0","0","0","0","0","1","0",".25300498857851","1","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0",1,0,0
2896,4/14/2020 15:46:10,4/14/2020 15:58:33,1,,,,4/14/2020,9,40001012,1,1,1,,1,1,1,1,2,4,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,17,,,8,,,9,,,9,,,9,,,9,,,9,,,20,,,20,,,20,,,20,,,20,,,20,,,8,,,3,,,3,,,3,,,23,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,0,20,2,1,1,2,2,1,2,2,1,"Whatsapp","Zomm",1,1,1,5,0,4,"Lenguaje","Dibujar las partes de una planta",2,,1,,,1,1,2,,,,2,,1,1,5,4,5,4,,1,0,0,"Triste",1,7,2,,,1,,,,2,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,15,,,,,,,1,40001012,1,14,"17D10","2","0","16","1","0","0","0","0","0","0","0","0","0","1","0","-.8225502","1","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1,0,0
393,4/2/2020 09:31:48,4/2/2020 09:47:34,1,,,,4/2/2020,5,40001013,1,1,1,,1,1,1,1,2,4,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,2,,,23,,,23,,,23,,,17,,,17,,,17,,,17,,,8,,,17,,,17,,,17,,,3,,,3,,,7,,,7,,,8,,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,23,,,23,,,23,,,23,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,2,0,2,1,2,1,2,1,2,2,2,,,2,1,1,4,0,5,"LENGUAJE","ESCRIBIR UNA LEYENDA LENGUAJE",2,,2,,,1,2,,,1,"ESTUDIAR MATERIAS DIFICILES",2,,2,2,4,4,5,6,,0,1,0,"PREOCUPADO",3,6,2,,,2,,,,,1,,1,,,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,2,,,,1,40001013,1,2,"17D10","2","1","16","1","0","0","0","0","0","0","0","0","0","1","0","-.08609749","1","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0",1,0,0
2970,4/14/2020 18:08:56,4/14/2020 18:26:32,1,,,,4/14/2020,6,40001014,1,1,1,,1,1,2,1,2,4,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,8,,,17,,,17,,,9,,,9,,,9,,,9,,,9,,,9,,,9,,,9,,,17,,,8,,,17,,,17,,,17,,,17,,,3,,,3,,,3,,,3,,,9,,,9,,,9,,,8,,,22,,,22,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,1,0,2,1,2,2,2,1,1,2,2,,,1,1,1,3,30,5,"QUIMICA","EJERCICIOS DE QUIMICA",2,,3,,,2,2,,,2,,2,,2,3,4,4,5,3,,0,0,1,"IMPOTENCIA",3,8,2,,,1,,,,1,,,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,1,40001014,1,14,"17D10","2","0","16","1","0","0","0","0","0","0","0","0","0","1","0","-.266894","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0",1,0,0
2554,4/11/2020 12:49:30,4/11/2020 13:16:40,1,,,,4/11/2020,7,40001015,1,1,1,,1,2,1,1,1,1,1,,,1,,,1,,,1,,,1,,,1,,,8,,,2,,,9,,,17,,,17,,,17,,,17,,,17,,,17,22,,17,22,,17,,,8,,,17,,,17,,,17,22,,17,22,,17,,,17,,,17,,,3,,,3,,,3,,,7,,,7,,,7,,,8,,,22,,,22,,,22,,,22,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,0,0,3,0,2,1,2,2,2,1,1,2,1,"WHATSAPP",,1,1,1,8,0,4,"QUIMICA","NINGUN A",2,,3,,,1,2,,,2,,2,,4,4,2,4,4,4,,1,1,0,"DEPRIMIDA",4,8,1,,,,,,1,,,,1,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,97,,,,,,,1,40001015,1,11,"17D10","2","0","16","1","0","0","0","0","0","0","0","0","0","1","0","-.6417537","0","0","0","0","1","1","0","0","NA","0","0","0","0","0","NA","NA","0","0","0","0","0","1","0","0",0,0,1
1750,4/7/2020 22:43:42,4/7/2020 22:44:28,3,,,,4/7/2020,9,40001016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40001016,1,7,"17D10","2","1","16","1","0","0","0","0","0","0","0","0","0","1","0","-.08609749","1","0","0","0","0","1","1","3","1","0","0","0","0","1","1","3","0","1","0","0","0","0","0","0",1,0,0
