von,bis,"leicht (s)","tief (s)","rem (s)","wach (s)",Aufwachen,"Dauer des Schlafs (s)","Dauer bis zum Wachwerden (s)","Schnarchen (s)",Schnarchepisoden,"Durchschnittliche Herzfrequenz","Herzfrequenz (min)","Herzfrequenz (max)","Night events"
2024-11-25T23:13:00+01:00,2024-11-26T06:38:00+01:00,19020,6780,0,900,2,120,0,0,0,58,51,71,
2024-11-26T23:53:00+01:00,2024-11-27T07:54:00+01:00,23520,5220,0,120,0,120,0,0,0,60,51,80,
2024-11-28T00:03:00+01:00,2024-11-28T07:21:00+01:00,16320,9300,0,660,1,120,0,0,0,62,57,76,
2024-11-29T00:04:00+01:00,2024-11-29T08:28:00+01:00,20040,9420,0,780,1,120,0,0,0,62,56,92,
2024-11-30T01:16:00+01:00,2024-11-30T08:10:00+01:00,16560,7200,0,1080,2,120,0,0,0,70,60,81,
2024-12-01T00:22:00+01:00,2024-12-01T09:09:00+01:00,21720,9060,0,840,2,120,0,0,0,61,53,73,
2024-12-01T23:06:00+01:00,2024-12-02T08:20:00+01:00,23880,9240,0,120,0,120,0,0,0,64,58,79,
2024-12-02T23:45:00+01:00,2024-12-03T08:01:00+01:00,20580,8700,0,480,1,120,0,0,0,60,53,82,
2024-12-04T00:20:00+01:00,2024-12-04T07:54:00+01:00,16260,8820,0,2160,4,120,0,0,0,58,52,76,
2024-12-05T00:45:00+01:00,2024-12-05T08:16:00+01:00,15720,8580,0,2760,3,120,840,0,0,61,51,95,
2024-12-06T00:09:00+01:00,2024-12-06T06:40:01+01:00,13981,8880,0,600,1,120,0,0,0,61,55,98,
2024-12-07T01:19:00+01:00,2024-12-07T07:55:00+01:00,15300,7920,0,540,1,120,0,0,0,0,0,0,
2024-12-18T01:08:00+01:00,2024-12-18T07:40:00+01:00,13259,9240,0,1021,2,121,0,0,0,64,58,95,
2024-12-19T00:11:00+01:00,2024-12-19T08:08:00+01:00,16980,11040,0,600,1,120,0,0,0,62,56,70,
2024-12-20T01:26:00+01:00,2024-12-20T08:32:00+01:00,17820,7620,0,120,0,120,0,0,0,65,56,74,
2024-12-21T04:39:00+01:00,2024-12-21T15:04:00+01:00,16680,13860,0,1380,3,120,0,0,0,75,63,118,
2024-12-21T22:53:00+01:00,2024-12-22T08:34:00+01:00,22800,11940,0,120,0,120,0,0,0,63,56,78,
2024-12-22T23:30:00+01:00,2024-12-23T08:12:00+01:00,23100,7440,0,780,2,120,0,0,0,62,53,74,
2024-12-23T22:57:00+01:00,2024-12-24T07:18:00+01:00,18600,7860,0,240,1,120,0,0,0,61,53,74,
2024-12-24T23:06:00+01:00,2024-12-25T07:58:00+01:00,20220,11100,0,600,1,120,0,0,0,61,52,73,
2024-12-26T00:01:00+01:00,2024-12-26T07:00:00+01:00,16980,8040,0,120,0,120,0,0,0,60,53,82,
2024-12-26T22:47:00+01:00,2024-12-27T07:32:00+01:00,24360,7020,0,120,0,120,0,0,0,62,55,93,
2024-12-28T02:38:00+01:00,2024-12-28T08:04:00+01:00,9840,9600,0,120,0,120,0,0,0,67,56,79,
2024-12-28T22:41:00+01:00,2024-12-29T07:00:00+01:00,18480,10680,0,780,2,120,0,0,0,64,55,91,
2024-12-29T22:57:00+01:00,2024-12-30T07:58:00+01:00,26040,6300,0,120,0,120,0,0,0,64,56,71,
2024-12-31T00:42:00+01:00,2024-12-31T07:09:00+01:00,14760,7380,0,1080,2,120,420,0,0,65,57,78,
2025-01-01T02:58:00+01:00,2025-01-01T11:36:00+01:00,15300,9480,0,240,1,120,0,0,0,76,61,97,
2025-01-01T22:50:00+01:00,2025-01-02T08:01:00+01:00,22560,9900,0,600,1,120,0,0,0,60,54,72,
2025-01-04T00:00:00+01:00,2025-01-04T08:17:00+01:00,19020,10680,0,120,0,120,0,0,0,66,56,78,
2025-01-05T00:58:00+01:00,2025-01-05T07:31:00+01:00,14159,8520,0,901,2,121,0,0,0,70,62,87,
2025-01-06T00:01:00+01:00,2025-01-06T07:04:00+01:00,21000,4080,0,300,1,120,0,0,0,72,62,100,
2025-01-07T00:33:00+01:00,2025-01-07T07:37:00+01:00,18240,6540,0,660,1,120,0,0,0,68,61,81,
2025-01-08T00:16:00+01:00,2025-01-08T07:44:00+01:00,17819,8941,0,120,0,120,0,0,0,70,61,80,
2025-01-08T23:37:00+01:00,2025-01-09T06:57:00+01:00,17340,9060,0,0,0,0,0,0,0,56,51,72,
2025-01-09T23:40:00+01:00,2025-01-10T07:39:00+01:00,22380,6240,0,120,0,120,0,0,0,57,50,100,
2025-01-10T22:48:00+01:00,2025-01-11T08:09:00+01:00,21900,10860,0,900,2,120,0,0,0,59,49,68,
2025-01-12T01:02:00+01:00,2025-01-12T09:56:00+01:00,15720,15720,0,600,1,120,0,0,0,57,52,72,
2025-01-12T22:32:00+01:00,2025-01-13T08:17:00+01:00,24420,10080,0,600,1,120,0,0,0,0,0,0,
2025-01-14T00:59:00+01:00,2025-01-14T08:32:00+01:00,18660,8040,0,480,1,120,0,0,0,0,0,0,
2025-01-16T00:29:00+01:00,2025-01-16T08:27:00+01:00,19861,8699,0,120,0,120,0,0,0,54,50,68,
2025-01-20T23:48:00+01:00,2025-01-21T07:51:00+01:00,17460,10920,0,600,1,120,0,0,0,54,48,64,
2025-01-22T01:41:00+01:00,2025-01-22T09:34:00+01:00,17580,10260,0,540,1,120,0,0,0,59,53,74,
2025-01-23T00:37:00+01:00,2025-01-23T08:34:00+01:00,16080,11400,0,1140,2,120,0,0,0,61,54,70,
2025-01-23T23:48:00+01:00,2025-01-24T07:21:00+01:00,17940,9120,0,120,0,120,0,0,0,60,48,78,
2025-01-24T23:03:00+01:00,2025-01-25T08:20:00+01:00,22500,10800,0,120,0,120,0,0,0,60,54,85,
2025-01-26T00:22:00+01:00,2025-01-26T07:47:00+01:00,18660,6660,0,1380,3,120,0,0,0,57,51,66,
2025-01-26T23:03:00+01:00,2025-01-27T06:07:00+01:00,18420,6120,0,900,2,120,0,0,0,56,36,64,
2025-01-27T23:49:00+01:00,2025-01-28T08:00:00+01:00,19920,9120,0,420,1,120,0,0,0,58,51,76,
2025-01-29T23:37:00+01:00,2025-01-30T06:57:00+01:00,18900,6480,0,1020,2,120,0,0,0,60,50,96,
2025-01-31T00:42:00+01:00,2025-01-31T08:03:00+01:00,14160,11700,0,600,1,120,0,0,0,64,55,76,
2025-01-31T23:37:00+01:00,2025-02-01T07:54:00+01:00,19800,9900,0,120,0,120,0,0,0,65,59,82,
2025-02-01T23:05:00+01:00,2025-02-02T09:04:00+01:00,22680,12960,0,300,1,120,0,0,0,57,50,72,
2025-02-03T00:41:00+01:00,2025-02-03T08:06:00+01:00,17101,9479,0,120,0,120,0,0,0,62,55,76,
2025-02-04T00:05:00+01:00,2025-02-04T08:20:00+01:00,17040,8100,0,1500,4,120,0,0,0,63,55,96,
2025-02-04T23:31:00+01:00,2025-02-05T07:50:00+01:00,19260,10560,0,120,0,120,0,0,0,59,51,71,
2025-02-07T01:06:00+01:00,2025-02-07T08:21:00+01:00,15840,9240,0,1020,2,120,0,0,0,64,56,76,
2025-02-08T00:45:00+01:00,2025-02-08T07:54:00+01:00,19079,6541,0,120,0,120,0,0,0,59,52,69,
2025-02-09T02:13:00+01:00,2025-02-09T07:42:00+01:00,15060,4560,0,120,0,120,0,0,0,62,54,81,
2025-02-09T23:06:00+01:00,2025-02-10T07:50:00+01:00,18300,12540,0,600,1,120,0,0,0,62,51,88,
2025-02-10T23:55:00+01:00,2025-02-11T07:26:00+01:00,18540,7920,0,600,1,120,0,0,0,60,54,72,
2025-02-12T23:33:00+01:00,2025-02-13T07:36:00+01:00,20340,8520,0,120,0,120,0,0,0,59,53,67,
2025-02-14T00:57:00+01:00,2025-02-14T08:28:00+01:00,17280,9660,0,120,0,120,0,0,0,57,51,66,
2025-02-18T20:59:00+01:00,2025-02-19T05:08:00+01:00,15360,12061,0,1199,3,120,0,0,0,58,52,70,
2025-03-05T22:33:00+01:00,2025-03-06T06:38:00+01:00,17040,11940,0,120,0,120,0,0,0,56,48,76,
2025-03-08T01:16:00+01:00,2025-03-08T10:29:00+01:00,21060,11820,0,300,1,120,0,0,0,61,53,74,
2025-03-09T01:11:00+01:00,2025-03-09T06:45:00+01:00,14520,5100,0,420,1,120,0,0,0,67,59,75,
2025-03-09T22:45:00+01:00,2025-03-10T06:40:00+01:00,19020,8580,0,900,2,120,0,0,0,58,51,68,
2025-03-10T23:03:00+01:00,2025-03-11T07:01:00+01:00,18480,10080,0,120,0,120,0,0,0,56,48,71,
2025-03-13T01:00:00+01:00,2025-03-13T07:29:00+01:00,16200,5880,0,1260,2,120,720,0,0,58,50,96,
2025-03-13T23:20:00+01:00,2025-03-14T08:00:00+01:00,19380,10140,0,1680,3,120,0,0,0,56,48,84,
2025-03-15T00:57:00+01:00,2025-03-15T07:43:00+01:00,11940,12300,0,120,0,120,0,0,0,66,60,75,
2025-03-16T01:19:00+01:00,2025-03-16T09:54:00+01:00,19800,10500,0,600,1,120,0,0,0,62,50,71,
2025-03-16T23:58:00+01:00,2025-03-17T07:07:00+01:00,14520,11100,0,120,0,120,0,0,0,57,51,87,
2025-03-17T23:53:00+01:00,2025-03-18T07:28:00+01:00,18480,8220,0,600,1,120,0,0,0,53,45,84,
2025-03-20T00:52:00+01:00,2025-03-20T07:32:00+01:00,10860,12480,0,660,1,120,0,0,0,63,53,86,
2025-03-20T22:49:00+01:00,2025-03-21T07:45:00+01:00,21840,10020,0,300,1,120,0,0,0,58,53,77,
2025-03-22T01:23:00+01:00,2025-03-22T09:28:00+01:00,18061,10859,0,180,0,120,60,0,0,53,47,92,
2025-03-22T23:14:00+01:00,2025-03-23T06:55:00+01:00,18659,8401,0,600,1,120,0,0,0,58,49,87,
2025-03-26T00:37:00+01:00,2025-03-26T08:51:00+01:00,19080,9900,0,660,1,120,0,0,0,61,51,82,
2025-03-27T00:08:00+01:00,2025-03-27T08:41:00+01:00,20580,10080,0,120,0,120,0,0,0,64,57,81,
2025-03-27T23:52:00+01:00,2025-03-28T08:03:00+01:00,18120,10680,0,660,1,120,0,0,0,60,52,82,
2025-03-28T23:41:00+01:00,2025-03-29T07:44:00+01:00,16680,12180,0,120,0,120,0,0,0,61,50,76,
2025-03-29T23:52:00+01:00,2025-03-30T08:02:00+02:00,15060,9960,0,780,0,120,660,0,0,65,59,74,
2025-03-30T23:00:00+02:00,2025-03-31T07:47:00+02:00,18961,11579,0,1080,1,120,0,0,0,0,0,0,
2025-04-10T01:17:00+02:00,2025-04-10T08:39:00+02:00,15839,3241,0,360,2,120,0,0,0,68,59,95,
2025-04-12T02:11:00+02:00,2025-04-12T08:57:00+02:00,16200,8040,0,120,0,120,0,0,0,65,59,83,
2025-04-13T01:23:00+02:00,2025-04-13T09:00:00+02:00,19740,7080,0,600,1,120,0,0,0,59,49,71,
2025-04-14T00:31:00+02:00,2025-04-14T08:41:00+02:00,19379,9901,0,120,0,120,0,0,0,59,52,77,
2025-04-15T00:46:00+02:00,2025-04-15T07:26:00+02:00,13560,4800,0,900,3,120,0,0,0,57,52,89,
2025-04-17T01:04:00+02:00,2025-04-17T07:03:00+02:00,13080,8340,0,120,0,120,0,0,0,64,55,76,
2025-04-18T00:25:00+02:00,2025-04-18T07:30:00+02:00,17220,8160,0,120,0,120,0,0,0,58,51,68,
2025-04-19T00:30:00+02:00,2025-04-19T07:19:00+02:00,16080,8340,0,120,0,120,0,0,0,57,50,72,
2025-04-21T23:29:00+02:00,2025-04-22T07:49:00+02:00,22440,6420,0,1140,2,120,0,0,0,57,48,67,
2025-04-26T02:49:00+02:00,2025-04-26T10:11:00+02:00,21180,4920,0,420,1,120,0,0,0,61,52,78,
2025-04-27T00:52:00+02:00,2025-04-27T08:39:00+02:00,19920,7020,0,1080,2,120,0,0,0,60,51,76,
2025-05-09T01:34:00+02:00,2025-05-09T07:44:00+02:00,16260,5160,0,780,2,120,0,0,0,66,57,78,
2025-05-09T22:33:00+02:00,2025-05-10T07:13:00+02:00,20640,8880,0,420,2,120,0,0,0,76,66,92,
2025-05-14T23:53:00+02:00,2025-05-15T08:46:00+02:00,21960,8400,0,1620,4,120,0,0,0,64,56,80,
2025-05-16T02:30:00+02:00,2025-05-16T08:21:00+02:00,11160,9180,0,720,1,120,0,0,0,69,64,96,
2025-05-16T23:50:00+02:00,2025-05-17T09:23:00+02:00,24360,9900,0,120,0,120,0,0,0,58,50,67,
2025-05-18T23:34:00+02:00,2025-05-19T07:59:00+02:00,19200,9540,0,1560,4,120,0,0,0,58,51,89,
2025-05-20T00:27:00+02:00,2025-05-20T08:10:00+02:00,21180,6480,0,120,0,120,0,0,0,53,47,62,
2025-05-21T01:16:00+02:00,2025-05-21T07:46:00+02:00,11940,10860,0,600,1,120,0,0,0,58,51,74,
2025-05-23T00:30:00+02:00,2025-05-23T08:23:00+02:00,20040,7740,0,600,1,120,0,0,0,57,50,68,
2025-05-23T23:41:00+02:00,2025-05-24T04:03:00+02:00,10320,5220,0,180,0,120,60,0,0,54,46,63,
2025-05-24T06:43:00+02:00,2025-05-24T08:14:00+02:00,3060,2280,0,120,0,120,0,0,0,57,51,62,
2025-05-26T02:56:00+02:00,2025-05-26T08:09:00+02:00,13380,5280,0,120,0,120,0,0,0,57,50,69,
2025-05-27T00:10:00+02:00,2025-05-27T07:59:00+02:00,20340,7680,0,120,0,120,0,0,0,61,52,91,
2025-05-29T23:44:00+02:00,2025-05-30T09:05:00+02:00,21960,10920,0,780,1,120,0,0,0,51,45,61,
2025-05-31T01:04:00+02:00,2025-05-31T09:07:00+02:00,19500,8460,0,1020,2,120,0,0,0,52,47,76,
2025-07-08T01:51:00+02:00,2025-07-08T08:19:00+02:00,11281,9360,0,2639,1,120,2039,0,0,60,53,91,
2025-07-10T00:30:00+02:00,2025-07-10T07:58:00+02:00,19560,6000,0,1320,2,120,0,0,0,0,0,0,
2025-07-10T23:12:00+02:00,2025-07-11T13:04:00+02:00,14160,10740,0,25020,4,120,22920,0,0,82,67,98,
2025-07-15T22:00:00+02:00,2025-07-16T06:53:00+02:00,20580,10800,0,600,1,120,0,0,0,57,49,70,
2025-07-18T01:05:00+02:00,2025-07-18T08:30:00+02:00,17940,8100,0,660,1,120,0,0,0,61,50,78,
2025-07-19T01:12:00+02:00,2025-07-19T08:35:00+02:00,17880,8580,0,120,0,120,0,0,0,54,49,66,
2025-07-20T00:34:00+02:00,2025-07-20T07:01:00+02:00,10260,12840,0,120,0,120,0,0,0,0,0,0,
2025-07-21T00:15:00+02:00,2025-07-21T02:55:00+02:00,3300,5220,0,1080,2,120,0,0,0,0,0,0,
2025-09-01T23:41:00+02:00,2025-09-02T08:27:00+02:00,18600,11880,0,1080,2,120,0,0,0,52,44,61,
2025-09-02T23:21:00+02:00,2025-09-03T07:30:00+02:00,18780,10440,0,120,0,120,0,0,0,55,49,67,
2025-09-04T00:25:00+02:00,2025-09-04T08:14:00+02:00,16680,10620,0,840,2,120,0,0,0,54,48,71,
2025-09-05T01:05:00+02:00,2025-09-05T09:00:00+02:00,15060,13320,0,120,0,120,0,0,0,53,47,62,
2025-09-06T02:17:00+02:00,2025-09-06T08:52:00+02:00,13320,10260,0,120,0,120,0,0,0,56,50,67,
2025-09-06T23:12:00+02:00,2025-09-07T08:45:00+02:00,20580,13680,0,120,0,120,0,0,0,55,47,82,
2025-09-07T23:44:00+02:00,2025-09-08T08:15:00+02:00,18600,11940,0,120,0,120,0,0,0,59,50,73,
2025-09-09T00:00:00+02:00,2025-09-09T07:30:00+02:00,16260,10620,0,120,0,120,0,0,0,52,46,68,
2025-09-10T00:51:00+02:00,2025-09-10T08:16:00+02:00,16200,9900,0,600,1,120,0,0,0,57,52,71,
2025-09-11T01:16:00+02:00,2025-09-11T07:30:00+02:00,14760,7560,0,120,0,120,0,0,0,53,48,65,
2025-09-11T23:38:00+02:00,2025-09-12T07:48:00+02:00,19920,9360,0,120,0,120,0,0,0,58,53,72,
2025-09-13T00:58:00+02:00,2025-09-13T08:14:00+02:00,16321,9419,0,420,1,120,0,0,0,61,52,82,
2025-09-13T23:43:00+02:00,2025-09-14T07:30:00+02:00,17220,10200,0,600,1,120,0,0,0,55,48,66,
2025-09-15T01:03:00+02:00,2025-09-15T07:00:00+02:00,11700,9060,0,660,1,120,0,0,0,0,0,0,
2025-09-16T00:47:00+02:00,2025-09-16T07:42:00+02:00,12300,12480,0,120,0,120,0,0,0,0,0,0,
2025-09-17T00:35:00+02:00,2025-09-17T06:05:00+02:00,14159,5521,0,120,0,120,0,0,0,59,49,71,
2025-09-21T02:11:00+02:00,2025-09-21T09:50:00+02:00,20100,6840,0,600,1,120,0,0,0,67,57,76,
2025-09-22T23:13:00+02:00,2025-09-23T07:29:00+02:00,16620,10680,0,1260,3,120,0,0,0,58,52,80,
2025-09-24T01:36:00+02:00,2025-09-24T08:03:00+02:00,16501,6179,0,540,1,120,0,0,0,56,49,67,
2025-09-25T00:44:00+02:00,2025-09-25T08:30:00+02:00,21060,6300,0,600,1,120,0,0,0,56,48,89,
2025-09-25T22:57:01+02:00,2025-09-26T08:18:00+02:00,21299,8821,0,959,1,119,720,0,0,60,49,111,
2025-09-26T23:31:00+02:00,2025-09-27T07:29:00+02:00,18180,9840,0,660,1,120,0,0,0,60,54,78,
2025-09-27T22:35:00+02:00,2025-09-28T09:07:00+02:00,23460,9840,0,1740,4,120,0,0,0,0,0,0,
2025-09-29T01:11:00+02:00,2025-09-29T07:30:00+02:00,16801,4799,0,1140,3,120,0,0,0,0,0,0,
2025-09-29T23:42:00+02:00,2025-09-30T03:00:00+02:00,9720,1620,0,540,1,120,0,0,0,0,0,0,
