date,semester_break,school_holiday,public_holiday
2023-09-10,1,0,0
2023-09-11,1,0,0
2023-09-12,1,0,0
2023-09-13,1,0,0
2023-09-14,1,0,0
2023-09-15,1,0,0
2023-09-16,1,0,0
2023-09-17,1,0,0
2023-09-18,1,0,0
2023-09-19,1,0,0
2023-09-20,1,0,0
2023-09-21,1,0,0
2023-09-22,1,0,0
2023-09-23,1,0,0
2023-09-24,1,0,0
2023-09-25,1,0,0
2023-09-26,1,0,0
2023-09-27,1,0,0
2023-09-28,1,0,0
2023-09-29,1,0,0
2023-09-30,1,0,0
2023-10-01,1,0,0
2023-10-02,1,0,0
2023-10-03,1,0,1
2023-10-04,1,0,0
2023-10-05,1,0,0
2023-10-06,1,0,0
2023-10-07,1,0,0
2023-10-08,1,0,0
2023-10-09,1,0,0
2023-10-10,1,0,0
2023-10-11,1,0,0
2023-10-12,1,0,0
2023-10-13,1,0,0
2023-10-14,1,0,0
2023-10-15,1,0,0
2023-10-16,1,0,0
2023-10-30,0,1,0
2023-10-31,0,1,0
2023-11-01,0,1,1
2023-11-02,0,1,0
2023-11-03,0,1,0
2023-12-23,0,1,0
2023-12-24,0,1,0
2023-12-25,0,1,1
2023-12-26,0,1,1
2023-12-27,0,1,0
2023-12-28,0,1,0
2023-12-29,0,1,0
2023-12-30,0,1,0
2023-12-31,0,1,0
2024-01-01,0,1,0
2024-01-02,0,1,0
2024-01-03,0,1,0
2024-01-04,0,1,0
2024-01-05,0,1,0
