Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message
168531,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Winter 2010-11,12/01/2010,14.1,
170419,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2013,12/01/2012,8.9,
334278,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2014-15,12/01/2014,9.2,
169485,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Summer 2012,06/01/2012,11.1,
170360,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2012,12/01/2011,9.3,
547656,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Summer 2017,06/01/2017,9.5,
168502,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2009-10,12/01/2009,9.7,
547748,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Winter 2016-17,12/01/2016,7.8,
547746,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408,Hillcrest and Fresh Meadows (CD8),Summer 2017,06/01/2017,8.6,
168618,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Winter 2011-12,12/01/2011,9.2,
547740,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,406,Rego Park and Forest Hills (CD6),Summer 2017,06/01/2017,8.8,
334198,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2015,01/01/2015,11.2,
170183,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2009,12/01/2008,11,
170301,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,208,Riverdale and Fieldston (CD8),Annual Average 2011,12/01/2010,10.7,
334270,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306,Park Slope and Carroll Gardens (CD6),Annual Average 2015,01/01/2015,9.9,
334276,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Annual Average 2015,01/01/2015,8.9,
649989,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308,Crown Heights and Prospect Heights (CD8),Winter 2018-19,12/01/2018,7.3,
742403,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104,Clinton and Chelsea (CD4),Summer 2021,06/01/2021,10,
410983,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2016,12/31/2015,10.2,
742409,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2021,06/01/2021,9.8,
177946,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2013,06/01/2013,10.3,
410797,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303,East Harlem,Annual Average 2016,12/31/2015,8.2,
410743,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Annual Average 2016,12/31/2015,7.6,
823320,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,103,Fordham - Bronx Pk,Winter 2021-22,12/01/2021,7.4,
410749,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Annual Average 2016,12/31/2015,8.2,
742175,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105,Crotona -Tremont,Summer 2021,06/01/2021,8.7,
216308,386,Ozone (O3),Mean,ppb,CD,106,Stuyvesant Town and Turtle Bay (CD6),Summer 2009,06/01/2009,17.8,
166820,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208,Riverdale and Fieldston (CD8),Summer 2012,06/01/2012,14.8,
651027,386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2019,06/01/2019,33,
216446,386,Ozone (O3),Mean,ppb,CD,305,East New York and Starrett City (CD5),Summer 2009,06/01/2009,26.7,
216512,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2009,06/01/2009,25.4,
216302,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2009,06/01/2009,14.4,
130906,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,306,Chelsea - Clinton,2005-2007,01/01/2005,13.5,
827590,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,202,Downtown - Heights - Slope,2017-2019,01/01/2017,6,
827601,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,302,Central Harlem - Morningside Heights,2017-2019,01/01/2017,8,
742407,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2021,01/01/2021,8.9,
411052,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Annual Average 2016,12/31/2015,7.7,
606011,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Annual Average 2018,01/01/2018,7.4,
547683,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305,East New York and Starrett City (CD5),Summer 2017,06/01/2017,9,
669563,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Summer 2020,06/01/2020,9.2,
605943,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Summer 2018,06/01/2018,9,
168617,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2011-12,12/01/2011,9.2,
168499,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Winter 2009-10,12/01/2009,9.8,
650013,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Winter 2018-19,12/01/2018,7.2,
669925,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316,Brownsville (CD16),Annual Average 2020,01/01/2020,6.1,
669595,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,105,Midtown (CD5),Annual Average 2020,01/01/2020,9.2,
170298,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2011,12/01/2010,11.7,
213947,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Summer 2014,06/01/2014,9.5,
669856,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,205,Fordham and University Heights (CD5),Annual Average 2020,01/01/2020,6.2,
213977,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Summer 2014,06/01/2014,8.9,
170210,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,405,Ridgewood and Maspeth (CD5),Annual Average 2009,12/01/2008,10.7,
605762,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406,Fresh Meadows,Annual Average 2018,01/01/2018,6.6,
177914,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302,Central Harlem - Morningside Heights,Summer 2012,06/01/2012,10.9,
628556,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,306,Chelsea - Clinton,2015-2017,01/01/2015,6.9,
166876,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2013,06/01/2013,20.2,
166817,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205,Fordham and University Heights (CD5),Summer 2012,06/01/2012,20.6,
826341,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316,Brownsville (CD16),Winter 2021-22,12/01/2021,21.7,
827044,386,Ozone (O3),Mean,ppb,CD,105,Midtown (CD5),Summer 2022,06/01/2022,27.7,
827009,386,Ozone (O3),Mean,ppb,CD,316,Brownsville (CD16),Summer 2022,06/01/2022,34.2,
172137,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2011,06/01/2011,16.3,
741019,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Winter 2020-21,12/01/2020,18,
172138,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2011,06/01/2011,17.2,
741034,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2020-21,12/01/2020,23.9,
221820,386,Ozone (O3),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2010,06/01/2010,30.9,
221791,386,Ozone (O3),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Summer 2011,06/01/2011,31.2,
412051,386,Ozone (O3),Mean,ppb,UHF34,301,Washington Heights,Summer 2016,06/01/2016,31.9,
172141,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2011,06/01/2011,21.3,
172107,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2010,06/01/2010,21.4,
667399,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2020,01/01/2020,18.1,
336631,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2015,01/01/2015,21.9,
336619,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2015,01/01/2015,19.5,
172667,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2011,12/01/2010,25,
172599,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Annual Average 2009,12/01/2008,25.8,
211659,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Summer 2014,06/01/2014,17.8,
643494,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2018-19,12/01/2018,24.7,
172085,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Summer 2009,06/01/2009,28.1,
549890,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Annual Average 2017,01/01/2017,18.9,
336666,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,302,Central Harlem - Morningside Heights,Winter 2014-15,12/01/2014,26.7,
741021,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101,Kingsbridge - Riverdale,Annual Average 2021,01/01/2021,14.8,
172070,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2009,06/01/2009,17.9,
171628,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2010-11,12/01/2010,26,
643449,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2018-19,12/01/2018,19.1,
643461,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2018-19,12/01/2018,24.8,
667339,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Annual Average 2020,01/01/2020,18.3,
172662,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2011,12/01/2010,25.6,
172594,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Annual Average 2009,12/01/2008,28.5,
667400,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Winter 2019-20,12/01/2019,24.6,
643490,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,301,Washington Heights,Summer 2019,06/01/2019,14,
667340,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202,Downtown - Heights - Slope,Winter 2019-20,12/01/2019,28.6,
336620,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Summer 2015,06/01/2015,15.8,
667316,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,102,Northeast Bronx,Winter 2019-20,12/01/2019,21.9,
171715,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,402,West Queens,Winter 2012-13,12/01/2012,26.2,
336629,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,201,Greenpoint,Summer 2015,06/01/2015,17,
412663,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Annual Average 2016,12/31/2015,25.9,
216432,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2013,06/01/2013,27.6,
216431,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2012,06/01/2012,30.2,
743607,386,Ozone (O3),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Summer 2021,06/01/2021,30.4,
216618,386,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2013,06/01/2013,29.2,
216617,386,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2012,06/01/2012,31.5,
827023,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2022,06/01/2022,31.6,
827047,386,Ozone (O3),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2022,06/01/2022,30.2,
167698,375,Nitrogen dioxide (NO2),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Annual Average 2012,12/01/2011,23.5,
826001,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2022,06/01/2022,14.2,
121656,386,Ozone (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),2-Year Summer Average 2009-2010,06/01/2009,27,
549416,386,Ozone (O3),Mean,ppb,CD,201,Mott Haven and Melrose (CD1),Summer 2017,06/01/2017,28.4,
549429,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2017,06/01/2017,27.6,
336796,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2015,01/01/2015,22.4,
216433,386,Ozone (O3),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2014,06/01/2014,28.9,
216619,386,Ozone (O3),Mean,ppb,CD,501,St. George and Stapleton (CD1),Summer 2014,06/01/2014,30.3,
216289,386,Ozone (O3),Mean,ppb,CD,102,Greenwich Village and Soho (CD2),Summer 2014,06/01/2014,26.5,
216361,386,Ozone (O3),Mean,ppb,CD,202,Hunts Point and Longwood (CD2),Summer 2014,06/01/2014,31.7,
171663,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Winter 2011-12,12/01/2011,23.3,
211758,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Annual Average 2014,12/01/2013,19.4,
171596,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2009-10,12/01/2009,23.9,
667419,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Summer 2020,06/01/2020,15.1,
602880,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,303,East Harlem,Summer 2018,06/01/2018,16.4,
171611,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,304,Upper West Side,Winter 2009-10,12/01/2009,30.2,
171600,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2009-10,12/01/2009,26.8,
171668,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2011-12,12/01/2011,24.2,
171664,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104,Pelham - Throgs Neck,Winter 2011-12,12/01/2011,22.4,
549949,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Summer 2017,06/01/2017,13.9,
549951,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2016-17,12/01/2016,25.5,
602835,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,103,Fordham - Bronx Pk,Summer 2018,06/01/2018,13.3,
667436,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,403,Flushing - Clearview,Winter 2019-20,12/01/2019,22.9,
171702,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,204,East New York,Winter 2012-13,12/01/2012,25.3,
222628,386,Ozone (O3),Mean,ppb,UHF42,410,Rockaways,Summer 2014,06/01/2014,36.3,
170315,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2011,12/01/2010,10,
170197,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Annual Average 2009,12/01/2008,10.2,
213964,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2014,06/01/2014,8.5,
334210,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Annual Average 2015,01/01/2015,9.3,
334216,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Annual Average 2015,01/01/2015,9.4,
649929,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,112,Washington Heights and Inwood (CD12),Winter 2018-19,12/01/2018,7.8,
213940,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Summer 2014,06/01/2014,9.1,
742421,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,110,Central Harlem (CD10),Summer 2021,06/01/2021,8.8,
169522,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2013,06/01/2013,12.2,
169463,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108,Upper East Side (CD8),Summer 2012,06/01/2012,12.2,
410758,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,201,Greenpoint,Annual Average 2016,12/31/2015,9.5,
823467,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,501,Port Richmond,Winter 2021-22,12/01/2021,6.5,
605717,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Annual Average 2018,01/01/2018,7.3,
742217,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Summer 2021,06/01/2021,8.8,
173239,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,211,Williamsburg - Bushwick,Winter 2012-13,12/01/2012,10.9,
166893,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2013,06/01/2013,15.2,
166834,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2012,06/01/2012,16,
741224,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2021,06/01/2021,11.5,
603038,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Annual Average 2018,01/01/2018,18.5,
216408,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2013,06/01/2013,32.6,
216420,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2013,06/01/2013,31.6,
216419,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2012,06/01/2012,35,
743642,386,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2021,06/01/2021,27.8,
827027,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2022,06/01/2022,33.6,
825828,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2022,06/01/2022,15.3,
826324,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2022,06/01/2022,10.6,
826330,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2022,06/01/2022,10.3,
121695,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),2-Year Summer Average 2009-2010,06/01/2009,28.7,
216349,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2014,06/01/2014,29.7,
216421,386,Ozone (O3),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Summer 2014,06/01/2014,31.4,
216409,386,Ozone (O3),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2014,06/01/2014,32.5,
171673,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2011-12,12/01/2011,21.8,
667383,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2020,06/01/2020,9.8,
171707,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Winter 2012-13,12/01/2012,24.3,
743596,386,Ozone (O3),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2021,06/01/2021,31.4,
222406,386,Ozone (O3),Mean,ppb,UHF42,101,Kingsbridge - Riverdale,Summer 2014,06/01/2014,30.5,
222574,386,Ozone (O3),Mean,ppb,UHF42,401,Long Island City - Astoria,Summer 2014,06/01/2014,30.7,
222514,386,Ozone (O3),Mean,ppb,UHF42,301,Washington Heights,Summer 2014,06/01/2014,29.5,
222634,386,Ozone (O3),Mean,ppb,UHF42,501,Port Richmond,Summer 2014,06/01/2014,30.2,
338228,386,Ozone (O3),Mean,ppb,UHF34,211,Williamsburg - Bushwick,Summer 2015,06/01/2015,31.1,
338226,386,Ozone (O3),Mean,ppb,UHF34,209,Bensonhurst - Bay Ridge,Summer 2015,06/01/2015,32.8,
172644,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2010,12/01/2009,18.2,
171726,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2012-13,12/01/2012,21.9,
336710,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2015,06/01/2015,11.4,
643538,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Summer 2019,06/01/2019,12.4,
667496,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2019-20,12/01/2019,21,
171590,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2008-09,12/01/2008,24.4,
211583,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2013-14,12/01/2013,23.5,
643537,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Annual Average 2019,01/01/2019,14.2,
799822,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,??g/m3,UHF42,201,Greenpoint,2014,01/01/2014,1.7,
130740,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,??g/m3,UHF42,201,Greenpoint,2005,01/01/2005,3.5,
130733,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,??g/m3,UHF42,101,Kingsbridge - Riverdale,2005,01/01/2005,3.2,
315666,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,??g/m3,UHF42,401,Long Island City - Astoria,2011,01/01/2011,2.3,
315656,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,??g/m3,UHF42,301,Washington Heights,2011,01/01/2011,2.8,
799843,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,??g/m3,UHF42,401,Long Island City - Astoria,2014,01/01/2014,1.7,
130815,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2005-2007,01/01/2005,71.2,
827447,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2017-2019,01/01/2017,42,
518888,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2012-2014,01/02/2012,82.3,
518895,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2012-2014,01/02/2012,43.5,
518916,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2012-2014,01/02/2012,48.8,
628465,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401,Long Island City - Astoria,2015-2017,01/01/2015,46.1,
131418,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2009-2011,01/01/2009,59.6,
171658,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502,Northern SI,Winter 2010-11,12/01/2010,26.1,
179757,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,UHF42,304,Upper West Side,2015,01/01/2015,210.5,
649662,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5,Staten Island,Winter 2018-19,12/01/2018,6.5,
649674,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104,Pelham - Throgs Neck,Winter 2018-19,12/01/2018,7.3,
649949,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2019,06/01/2019,7.9,
669863,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207,Kingsbridge Heights and Bedford (CD7),Winter 2019-20,12/01/2019,6.8,
605344,386,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2018,06/01/2018,30.7,
216388,386,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2011,06/01/2011,31.4,
216387,386,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2010,06/01/2010,31.9,
216610,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2011,06/01/2011,39.1,
216609,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2010,06/01/2010,39.1,
216459,386,Ozone (O3),Mean,ppb,CD,307,Sunset Park (CD7),Summer 2010,06/01/2010,32.6,
651036,386,Ozone (O3),Mean,ppb,CD,314,Flatbush and Midwood (CD14),Summer 2019,06/01/2019,31.1,
651017,386,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2019,06/01/2019,29.2,
651047,386,Ozone (O3),Mean,ppb,CD,407,Flushing and Whitestone (CD7),Summer 2019,06/01/2019,31.3,
216314,386,Ozone (O3),Mean,ppb,CD,107,Upper West Side (CD7),Summer 2009,06/01/2009,21.4,
216386,386,Ozone (O3),Mean,ppb,CD,207,Kingsbridge Heights and Bedford (CD7),Summer 2009,06/01/2009,23.6,
216608,386,Ozone (O3),Mean,ppb,CD,414,Rockaway and Broad Channel (CD14),Summer 2009,06/01/2009,33.7,
827585,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,104,Pelham - Throgs Neck,2017-2019,01/01/2017,10,
130886,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,104,Pelham - Throgs Neck,2005-2007,01/01/2005,24.4,
