"response","nsyll","npause","dur_s","phonationtime_s","speechrate","articulationrate","asd","nrFP","tFP_s","test_item_id","transcription","user_id","test_component_id","correct_sentence","correct_sentence2","distancelv","distancelv2"
"19801521-d601-4aaf-af2b-f164dfe54dd5",21,1,7.98,6.45,2.63,3.26,0.307,4,0.912,60,"technology plays an important role in language learning nowadays",191,10,"technology plays an important role in language learning nowadays","technology plays an important role in language learning nowadays",0,0
"1987478d-51d1-4a89-b4af-f38576cf993c",13,4,7.98,3.91,1.63,3.32,0.301,4,0.516,64,"sometimes dogs go over their trash when they are left alone",70,10,"sometimes dogs knock over the trash when they are left alone","sometimes dogs knock over the trash when they are left alone",-6,-6
"1989fc0a-1585-4b39-9723-b833c53e0169",8,0,7.98,1.89,1,4.24,0.236,2,0.36,50,"the weather in australia is warm in december",29,11,"the weather in australia is warm in december","the weather in australia is warm in december",0,0
"199a929b-8fb4-4730-b00a-894dcf0d1c4f",12,0,7.98,3.47,1.5,3.46,0.289,1,0.144,138,"people are not sure when will scientists find a cure for cancer",83,12,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",-10,-10
"19cb64a1-f6d3-496e-8563-42411e031f7e",25,2,7.98,4.98,3.13,5.02,0.199,2,0.224,133,"abraham lincoln is considered one of the best presidents of the united states",152,12,"abraham lincoln is considered one of the greatest presidents of the united states","abraham lincoln is considered one of the greatest presidents of the united states",-5,-5
"19d303a3-1a34-4eb9-bc14-3c5f24116d89",11,0,7.98,3.34,1.38,3.29,0.304,2,0.368,72,"before dinner she often asks to play with her friends",193,10,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",0,0
"19e2d29c-9acc-414b-9dea-d82c7591a974",14,2,7.98,2.67,1.75,5.24,0.191,0,0,106,"people are not sure when scientists will find a cure for cancer",29,11,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",0,0
"19e77ecf-c9dc-4f51-947e-f00d477de8ef",7,2,8.09,2.02,0.87,3.47,0.288,2,0.312,98,"some seeds are advised with their mother",266,11,"some seats on planes are reserved for mothers with infants","some seats on planes are reserved for mothers with infants",-35,-35
"1a01f60e-f452-4c62-a9a0-84a0021c5d27",14,1,7.98,3.63,1.75,3.85,0.259,1,0.088,155,"a good teacher makes learning a joy for students",285,13,"a good teacher makes learning a joy for students","a good teacher makes learning a joy for students",0,0
"1a050c93-eae0-4204-97a3-672e24c805b4",11,1,8.01,2.65,1.37,4.16,0.24,0,0,100,"wedding guests should be dressed in a suit and tie",291,11,"wedding guests should be dresseded in a suit and tie","wedding guests should be dresseded in a suit and tie",-2,-2
"1a092b0b-b679-4d05-a1c5-ec26661e9199",17,1,7.98,4.38,2.13,3.88,0.258,4,0.632,63,"young people often seek advices from their parents about finding jobs",60,10,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-1,-1
"1a0dd71b-0792-48b9-a15a-150b3e4cd33c",13,1,7.98,3.54,1.63,3.68,0.272,1,0.408,176,"new zealand is greener and more beautiful than other countries",218,13,"new zealand is greener and more beautiful than other countries","new zealand is greener and more beautiful than other countries",0,0
"1a1f3703-3920-4d03-a42e-59f04369e120",14,1,7.98,4.39,1.75,3.19,0.314,0,0,144,"new zealand is cleaner and more beautiful than other countries",101,12,"new zealand is greener and more beautiful than other countries","new zealand is greener and more beautiful than other countries",-3,-3
"1a2399d5-561a-4dd3-88a1-b3c6484883d7",13,0,8.03,3.25,1.62,4,0.25,1,0.206,102,"carl believes he needs to prepare an extra care for tomorrow",185,11,"carl believes he needs to prepare an extra cake for tomorrow","carl believes he needs to prepare an extra cake for tomorrow",-1,-1
"1a2c9f5a-c7a9-4a27-8888-12a76a52ac51",12,1,7.98,2.74,1.5,4.38,0.229,2,0.537,54,"the weather in australia is warm in december",189,12,"the weather in australia is warm in december","the weather in australia is warm in december",0,0
"1a437894-d826-4b76-b2d1-9c02db4b75f2",9,3,7.98,2.14,1.13,4.2,0.238,0,0,179,"it is acceptable for teachers to punish students",55,13,"it is acceptable for teachers to physically punish students","it is acceptable for teachers to physically punish students",-11,-11
"1a487152-9cb2-4423-8f85-f83851163782",15,0,7.98,4.11,1.88,3.65,0.274,1,0.144,181,"in the late 80s many chinese people could afford luxury cars",285,13,"in the 1980s many chinese people could afford luxury cars","in the 1980s many chinese people could afford luxury cars",-5,-5
"1a58037c-2e4b-4248-be44-f227ba2e943d",11,0,7.98,2.64,1.38,4.17,0.24,2,0.28,164,"wedding guests should be dressed with a suit and tie",250,13,"wedding guests should be dresseded in a suit and tie","wedding guests should be dresseded in a suit and tie",-5,-5
"1a5ae71e-9ace-4e13-8c40-bd1564333398",17,4,7.98,5.46,2.13,3.11,0.321,5,0.717,125,"a person maintain its normal weight with a personal exercise",119,12,"regular exercise helps people maintain a normal w8","regular exercise helps people maintain a normal w8",-47,-47
"1a5e8503-d358-4e73-906a-a7e9188bb81d",10,1,8.02,2.8,1.25,3.57,0.28,2,0.4,98,"some seats on planes are reserved for mothers with infants",291,11,"some seats on planes are reserved for mothers with infants","some seats on planes are reserved for mothers with infants",0,0
"1a6d3be4-df22-40ed-98b7-4946ced4d97b",17,0,7.98,4.75,2.13,3.58,0.28,4,0.792,114,"people who live in bastion do not need to worry about traffic jams",209,11,"people who live in beijing do not need to worry about traffic jams ","people who live in beijing do not need to worry about traffic jams ",-6,-6
"1a7cce3e-70a5-471a-9ca8-5dc41ec38ffb",14,0,8.07,3.55,1.74,3.94,0.254,1,0.072,59,"new technology always making our lives much easier",54,13,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-4,-4
"1a7d33f4-9aa0-48f3-aeac-48a42d25d075",9,0,7.98,2.8,1.13,3.21,0.311,1,0.296,102,"car need an extra key for repairs tomorrow i guess",159,11,"carl believes he needs to prepare an extra cake for tomorrow","carl believes he needs to prepare an extra cake for tomorrow",-43,-43
"1a8f97d2-6a00-4a3f-9a68-fdc416665edc",10,2,7.92,1.98,1.26,5.04,0.198,1,0.136,90,"everyone loved to read comic books as a child",276,11,"everyone loves to read comic books as a child","everyone loved to read comic books as a child",-1,0
"1a94057d-8f6d-4486-b01c-a0f6fb9ba0b3",21,3,7.92,5.04,2.65,4.17,0.24,1,0.08,33,"in the 1980 many people get that was easy to get luxury car",121,8,"in the 1980s many chinese people could afford luxury cars","in the 1980s many chinese people could afford luxury cars",-28,-28
"1a970ea6-53f2-4f6a-bd15-b3102f23e558",15,1,7.98,3.94,1.88,3.81,0.262,3,0.722,51,"new technologies always make our lives much easier",276,11,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-5,-5
"1a9a61e9-e59e-4aee-9f9a-738ca8d48f73",14,0,8.06,3.62,1.74,3.87,0.258,2,0.256,163,"children should not be allowed to stay late with their friends",200,13,"children should not be allowed to stay out late with their friends ","children should not be allowed to stay out late with their friends ",-5,-5
"1a9e77e2-3523-41b8-b71b-a5758c1161f4",18,1,7.98,4.26,2.26,4.23,0.236,1,0.112,80,"new zealand is more greener and beautiful than other countries",220,10,"new zealand is greener and more beautiful than other countries","new zealand is greener and more beautiful than other countries",-10,-10
"1aa89fcf-9496-4c61-a164-517f5bac6322",23,2,7.86,4.9,2.93,4.7,0.213,0,0,121,"the software that taylor swift invented changed the world",176,11,"the software that taylor swift invented changed the world","the software that taylor swift invented changed the world",0,0
"1aaa195f-b90e-4003-b5c1-9e8529b38b22",17,0,7.98,4.4,2.13,3.86,0.259,2,0.312,112,"new zealand is greener and more beautiful than other countries",169,11,"new zealand is greener and more beautiful than other countries","new zealand is greener and more beautiful than other countries",0,0
"1aca5d1a-3088-4d4e-b430-a6dae3797652",13,0,7.98,3.49,1.63,3.73,0.268,0,0,74,"people are not sure if scientists will find a cure for cancer",129,10,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",-4,-4
"1ace72c6-b54c-46b1-9c48-618f893c6838",14,1,7.98,3.2,1.75,4.38,0.229,0,0,32,"gimbal is a good way to earn money",91,8,"gambling is a good way to earn money","gambling is a good way to earn money",-5,-5
"1ae62045-bf38-4d88-a34a-e9cb294b02bd",13,0,7.98,3.02,1.63,4.3,0.233,2,0.373,68,"wedding husband should be dressed in a suit and tie",118,10,"wedding guests should be dresseded in a suit and tie","wedding guests should be dresseded in a suit and tie",-8,-8
"1af18304-6e7c-4a5c-8712-a679927ed7a0",14,1,7.98,3.55,1.75,3.94,0.254,2,0.352,151,"spending 2 hours at the gym is a waste of time isnt it",213,12,"spending two hours at the gym is a waste of time isnt it","spending two hours at the gym is a waste of time isnt it",-3,-3
"1b0aadb9-47e0-48a6-bc90-cd8206a065fa",11,0,7.98,3.01,1.38,3.66,0.273,2,0.496,142,"it is harder to learn japanese than to learn english",114,12,"it is harder to learn japanese than to learn english","it is harder to learn japanese than to learn english",0,0
"1b182588-bf5c-48f7-a1ec-36d86f9d4b7a",11,0,7.26,2.88,1.52,3.82,0.262,0,0,86,"the chinese people were the first to win a book arent they",80,10,"the chinese people were the first to land on the moon werent they","the chinese people were the first to land on the moon werent they",-13,-13
"1b236384-8442-4397-b032-1e4385fa7174",10,0,7.98,3.22,1.25,3.11,0.322,2,0.304,78,"its harder to learn japanese than english",161,10,"it is harder to learn japanese than to learn english","it is harder to learn japanese than to learn english",-11,-11
"1b467431-84a1-4295-9a23-1fbdeaec37ec",10,1,7.98,2.83,1.25,3.53,0.283,1,0.152,108,"i guess well just know where the dinosaurs died out",227,11,"kids like to ask their parents why the dinosaurs died out","kids like to ask their parents why the dinosaurs died out",-27,-27
"1b47f1e6-a883-46fd-b0c3-e6d5b7cce4dd",12,0,7.98,3.3,1.5,3.64,0.275,1,0.168,92,"technology has a great value in learning nowadays",176,11,"technology plays an important role in language learning nowadays","technology plays an important role in language learning nowadays",-22,-22
"1b5556a6-c5fe-4f9f-864d-d79cb09daea7",10,0,7.98,3.76,1.25,2.66,0.376,1,0.2,66,"some seats and planes are reserved from others for infants",193,10,"some seats on planes are reserved for mothers with infants","some seats on planes are reserved for mothers with infants",-9,-9
"1ba3da74-2c94-48a5-80d6-4905df802d34",3,0,7.98,1.07,0.38,2.8,0.357,1,0.312,72,"i dont know what to do",281,10,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",-41,-41
"1ba9f38f-6f50-4f5b-86e9-e17feb656aa5",11,0,7.98,3.7,1.38,2.98,0.336,2,0.288,171,"girls always want to know how do celebrities stay fit",115,13,"girls always want to know how celebrities stay fit","girls always want to know how celebrities stay fit",-3,-3
"1bc5ba0e-ed1b-4286-af60-23d14e720f4a",15,1,8.01,2.98,1.87,5.04,0.198,1,0.152,4,"the weather in australia is warm in december",261,8,"the weather in australia is warm in december","the weather in australia is warm in december",0,0
"1bde3229-eddc-4a34-ada3-d8674f636bc9",14,0,8.02,2.93,1.75,4.78,0.209,2,0.168,111,"european people tend to be taller than asian people",266,11,"european people tend to be taller than asian people","european people tend to be taller than asian people",0,0
"1becab63-b575-4a19-9aca-c2fde6cb6efe",9,0,7.98,2.48,1.13,3.63,0.276,0,0,84,"gambling is a good way to earn money",161,10,"gambling is a good way to earn money","gambling is a good way to earn money",0,0
"1bf69e39-6ac8-47b0-8bd8-4b2d9de2f06b",18,3,7.98,5.21,2.26,3.46,0.289,1,0.128,113,"cluckery brands are more cheap in china than the united states",260,11,"luxury brands are cheaper in china than in the united states","luxury brands are cheaper in china than in the united states",-14,-14
"1bf8ebfd-8ba7-41a2-b2fe-78de40dff2b8",12,0,8.01,2.67,1.5,4.49,0.223,2,0.482,160,"sometimes dogs knock over the trash when they are left alone",71,13,"sometimes dogs knock over the trash when they are left alone","sometimes dogs knock over the trash when they are left alone",0,0
"1bfa4ec4-f0c1-4894-8044-77c08690c5c4",14,1,7.98,3.22,1.75,4.35,0.23,2,0.584,151,"spending two hours at the gym is a waste of time isnt it",277,12,"spending two hours at the gym is a waste of time isnt it","spending two hours at the gym is a waste of time isnt it",0,0
"1bfaac6e-f08a-4869-8765-92ea6b18b536",12,1,7.98,3.1,1.5,3.87,0.259,2,0.216,87,"spending two hours in the gym is a waste of time doesnt it",158,10,"spending two hours at the gym is a waste of time isnt it","spending two hours at the gym is a waste of time isnt it",-5,-5
"1c1f6c31-e513-4861-9c6b-fd4501b3c284",13,0,7.98,3.57,1.63,3.64,0.274,4,1.144,143,"european people tend to be more taller than asian people",277,12,"european people tend to be taller than asian people","european people tend to be taller than asian people",-5,-5
"1c21bc6b-8cf3-4213-ac9d-67241f6a8cb2",18,0,7.98,3.55,2.26,5.07,0.197,0,0,149,"in the 1980s many chinese people could afford luxury cars",44,12,"in the 1980s many chinese people could afford luxury cars","in the 1980s many chinese people could afford luxury cars",0,0
"1c289300-56d0-4db4-86d9-1e540e5006b9",5,4,7.95,1.38,0.63,3.63,0.275,1,0.072,185,"this concludes todays webinar thank you for your attention",200,13,"the software that taylor swift invented changed the world","the software that taylor swift invented changed the world",-47,-47
"1c32c821-44e4-4b57-8c4a-8f79f9a93efd",15,2,7.98,3.44,1.88,4.36,0.229,2,0.344,97,"women like to buy jewellery necklaces and rings when they are about to get married",29,11,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-13,-13
"1c563c0b-aa96-4341-8c6c-09a5d5b8f740",13,2,7.98,3.68,1.63,3.53,0.283,7,0.995,17,"salman is the last president of the united states",280,8,"abraham lincoln is considered one of the greatest presidents of the united states","abraham lincoln is considered one of the greatest presidents of the united states",-36,-36
"1c70d617-0538-4fa2-9f87-90261f13ac7c",11,1,7.98,3.76,1.38,2.93,0.342,5,1.272,24,"kids like to ask their parents why did dinosaurs die out",170,8,"kids like to ask their parents why the dinosaurs died out","kids like to ask their parents why the dinosaurs died out",-4,-4
"1c7540fa-08a9-4805-9cc3-53a7a1e25e47",14,2,7.98,2.91,1.75,4.81,0.208,0,0,72,"before dinner she often asks to play with her friends",256,10,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",0,0
"1c78686b-5793-4f88-bfcf-667d77e508b2",12,0,7.98,2.78,1.5,4.31,0.232,0,0,44,"the weather in australia is warm in december",136,10,"the weather in australia is warm in december","the weather in australia is warm in december",0,0
"1c79cb05-9846-43fc-94af-d3290019c6f2",17,1,7.98,3.78,2.13,4.49,0.222,3,0.487,167,"yes because its about your future and your future is important",93,13,"jo tells them they have to study hard for each test","jo tells them they have to study hard for each test",-46,-46
"1c80de6b-0a16-49ae-a121-40ca23a9ec24",11,0,7.98,2.48,1.38,4.44,0.225,0,0,3,"many people dont need 8 hours of sleep",282,8,"many people dont need 8 hours of sleep","many people dont need eight hours of sleep",0,-5
"1c88bf84-b293-46f0-bc55-189a8d0195f1",15,2,8.08,4.98,1.86,3.01,0.332,1,0.179,177,"luxury brands are cheaper in china than in the united states",54,13,"luxury brands are cheaper in china than in the united states","luxury brands are cheaper in china than in the united states",0,0
"1c8c6e78-b673-46a8-9c90-c04dc248673e",19,0,7.92,4.88,2.4,3.89,0.257,6,1.072,76,"kids would like to ask their parents how dinosaur dies out",214,10,"kids like to ask their parents why the dinosaurs died out","kids like to ask their parents why the dinosaurs died out",-14,-14
"1c8d2c22-ba17-43ec-bb7e-c2092c095d03",18,3,7.94,4.53,2.27,3.97,0.252,1,0.088,31,"it is accepted that the teacher physically punished the students",208,8,"it is acceptable for teachers to physically punish students","it is acceptable for teachers to physically punish students",-20,-20
"1c942a57-5131-462b-82f5-9c13c7373a55",14,2,7.98,3.64,1.75,3.85,0.26,2,0.336,143,"european people tend to be more tolerant than asian people",141,12,"european people tend to be taller than asian people","european people tend to be taller than asian people",-10,-10
"1ca9254b-ab45-40f0-be93-9f06468286c0",14,0,8.09,3.41,1.73,4.11,0.243,1,0.2,45,"new technologies always making our life much easier",97,10,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-9,-9
"1cbc0628-b6a8-45e0-8543-2ecf8eed78e4",10,1,8.1,2.96,1.23,3.38,0.296,1,0.376,59,"new technologies always make our lives easier",200,13,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-10,-10
"1cce4a6c-b90b-4a65-9acb-77abc764f8d9",15,0,7.98,3.41,1.88,4.4,0.227,1,0.328,87,"spending two hours at the gym isnt a waste of time doesnt it",248,10,"spending two hours at the gym is a waste of time isnt it","spending two hours at the gym is a waste of time isnt it",-5,-5
"1ce24418-15f1-4542-a416-0774ade488ff",18,3,7.98,5.13,2.26,3.51,0.285,4,0.876,163,"yes they need to rest they need to burn at home they need to yes its not a",93,13,"children should not be allowed to stay out late with their friends ","children should not be allowed to stay out late with their friends ",-53,-53
"1ce27003-a501-4bb7-88d4-c8d0c07ad3bc",24,1,7.98,6.13,3.01,3.91,0.256,6,0.816,172,"the dinosaurs are a really good thing we only have proof the skeletons",93,13,"kids like to ask their parents why the dinosaurs died out","kids like to ask their parents why the dinosaurs died out",-53,-53
"1cecbbbf-ecea-4207-b9ac-342691b9da8d",9,0,8,2.58,1.12,3.49,0.286,0,0,183,"spending hours at the gym is a waste of time isnt it",222,13,"spending two hours at the gym is a waste of time isnt it","spending two hours at the gym is a waste of time isnt it",-4,-4
"1d007bc1-0c63-43df-8ee2-92a31a9bcda6",15,1,7.98,3.94,1.88,3.81,0.262,4,0.842,150,"the chinese people were the first to land on the moon werent they werent they",277,12,"the chinese people were the first to land on the moon werent they","the chinese people were the first to land on the moon werent they",-12,-12
"1d0a7314-ad3c-42f6-9c36-d2fd00b59a5f",18,2,7.98,4.13,2.26,4.35,0.23,1,0.052,10,"americans usually have bread for breakfast",91,8,"americans usually like to have bread for breakfast","americans usually like to have bread for breakfast",-8,-8
"1d0ff099-b62b-4941-b311-30e2a85b9b70",16,2,7.8,4.42,2.05,3.62,0.276,4,0.652,156,"technology plays an important role in our lives nowadays",197,13,"technology plays an important role in language learning nowadays","technology plays an important role in language learning nowadays",-14,-14
"1d2f115e-7ec1-49a0-91fc-98c491df32be",13,0,7.98,4.3,1.63,3.02,0.331,0,0,129,"women like to buy jewelry rings and necklaces when they get married",182,12,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-18,-18
"1d4cf363-de10-409e-9f33-ac4828b0a3c7",13,1,7.98,4.21,1.63,3.09,0.324,3,0.656,119,"spending two hours at the gym its spending too much time isnt it",260,11,"spending two hours at the gym is a waste of time isnt it","spending two hours at the gym is a waste of time isnt it",-16,-16
"1d5dc365-dcf0-4c12-b997-7651b127d4dd",12,1,7.98,3.18,1.5,3.77,0.265,1,0.224,109,"many people are curious about how the pyramids were built",230,11,"many people are curious about how the pyramids were built","many people are curious about how the pyramids were built",0,0
"1d5ed87f-2c01-438d-b7b8-d7eb75832030",12,1,7.92,3.23,1.52,3.71,0.269,0,0,61,"a regular exercise helps people maintain a normal weight",226,10,"regular exercise helps people maintain a normal w8","regular exercise helps people maintain a normal w8",-7,-7
"1d5f00ec-b9da-4e89-af0f-6e02fb44e615",11,2,7.98,2.51,1.38,4.38,0.228,0,0,56,"many people dont need eight hours of sleep",120,13,"many people dont need 8 hours of sleep","many people dont need eight hours of sleep",-5,0
"1d6496a2-2ccf-413b-a020-21bfa65b33a0",13,1,7.98,5.77,1.63,2.25,0.444,2,0.72,5,"uh something always making our life easier",307,8,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-23,-23
"1d66b9c5-e351-4204-8ba6-b3cb62561bb5",14,0,8.03,2.94,1.74,4.76,0.21,0,0,121,"thats dr ted taylors event that changed the world",164,11,"the software that taylor swift invented changed the world","the software that taylor swift invented changed the world",-23,-23
"1d70d91c-8534-4479-b4f4-5c7e41c7d49c",14,0,7.98,2.58,1.75,5.43,0.184,0,0,185,"the software that taylor swift invented changed the world",237,13,"the software that taylor swift invented changed the world","the software that taylor swift invented changed the world",0,0
"1d9f1289-044f-41bb-84c3-6d659cd14cff",10,1,7.98,2.69,1.25,3.72,0.269,1,0.264,90,"everyone loves to read comic books as a child",160,11,"everyone loves to read comic books as a child","everyone loved to read comic books as a child",0,-1
"1dba71bd-8954-4ae9-8654-122d99a6634e",1,2,7.86,1.73,0.13,0.58,1.728,NA,NA,38,"",154,10,"many people dont need 8 hours of sleep","many people dont need eight hours of sleep",-38,-42
"1dbb8fd0-d4a7-445d-a26d-120d584162eb",17,0,7.98,3.65,2.13,4.66,0.215,3,0.312,30,"people who live in beijing do not have to worry about traffic jams",195,8,"people who live in beijing do not need to worry about traffic jams ","people who live in beijing do not need to worry about traffic jams ",-5,-5
"1dbc8257-5cd6-45ed-853c-0d60f092bdfd",12,2,8.07,2.7,1.49,4.44,0.225,1,0.108,18,"carlo believes he needs to prepare an extra cake for tomorrow",296,8,"carl believes he needs to prepare an extra cake for tomorrow","carl believes he needs to prepare an extra cake for tomorrow",-1,-1
"1dcd1857-5ce9-40ea-a071-b3c056c3d398",3,0,7.98,0.73,0.38,4.13,0.242,1,0.152,106,"thank you for watching",275,11,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",-53,-53
"1dcde517-820f-4dc7-bafa-9f711426fa26",15,1,7.98,4.43,1.88,3.38,0.295,1,0.112,170,"people are not sure when will scientists find a cure for cancer",165,13,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",-10,-10
"1dea8f0c-f8cf-494d-9c5c-895e3261449f",11,0,7.98,2.59,1.38,4.24,0.236,1,0.088,169,"every winter he wants to move to florida from michigan",38,13,"every winter he wants to move to florida from michigan","every winter he wants to move to florida from michigan",0,0
"1df037ae-c806-4015-8ba3-4524670a3bb2",15,0,7.98,4.13,1.88,3.63,0.275,2,0.416,42,"to learn chinese history as well you need to learn how to speak chinese",118,10,"to learn chinese history well you must learn to speak chinese","to learn chinese history well you must learn to speak chinese",-13,-13
"1dfe85a1-650d-478e-8792-59bada25bc78",15,0,8.11,3.3,1.85,4.55,0.22,1,0.088,113,"luxury brands are cheaper in china than in the united states",266,11,"luxury brands are cheaper in china than in the united states","luxury brands are cheaper in china than in the united states",0,0
"1e1a2dc6-a517-409f-8ce8-00b1928b35be",13,0,7.98,3.26,1.63,3.98,0.251,0,0,120,"a good student must do everything the teacher says",156,11,"a good student must do everything the teacher says","a good student must do everything the teacher says",0,0
"1e2b5c49-d197-4622-a18e-9ae671800d6c",12,0,7.98,3.12,1.5,3.85,0.26,0,0,144,"new zealand smokers are more beautiful than other countries",211,12,"new zealand is greener and more beautiful than other countries","new zealand is greener and more beautiful than other countries",-10,-10
"1e3afb1e-0d20-4cea-980a-ad023413b2d9",22,0,7.98,5.82,2.76,3.78,0.265,3,0.299,46,"i dont think about everyone that loved it i know some people that didnt like comic books as a child",281,10,"everyone loves to read comic books as a child","everyone loved to read comic books as a child",-56,-55
"1e41ca41-a403-4c22-9ad3-2fa742230ca2",9,0,7.98,3.26,1.13,2.76,0.363,0,0,72,"before the inertia often plays with their kids",179,10,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",-24,-24
"1e4bee69-d09c-4494-b57b-6836f2826261",8,0,8.01,1.95,1,4.1,0.244,1,0.104,58,"the weather in australia is warm in december",71,13,"the weather in australia is warm in december","the weather in australia is warm in december",0,0
"1e6e4e04-488b-4ea7-8597-404ee97e95b2",14,0,7.98,3.66,1.75,3.82,0.262,5,1.08,143,"european people tend to be taller than asian people",189,12,"european people tend to be taller than asian people","european people tend to be taller than asian people",0,0
"1e7127fb-a43e-4d0f-9335-3df4278068a9",14,2,7.98,5.35,1.75,2.62,0.382,1,0.248,11,"young people like to be helped by parents to find a job im not sure",246,8,"young people often seek advice from their parents about finding jobs","young people often seek advice from their parents about finding jobs",-41,-41
"1e79f3b5-954d-4c81-8ea4-c7a87e0c696d",11,1,7.98,3.49,1.38,3.15,0.318,0,0,131,"children should not be allowed to stay out late with their friends",31,12,"children should not be allowed to stay out late with their friends ","children should not be allowed to stay out late with their friends ",-1,-1
"1e8082b9-f392-4c47-a4c0-ceef5364e8ea",13,1,7.98,4.94,1.63,2.63,0.38,4,1.032,96,"sometimes darks knocks over the trash when they are left alone",172,11,"sometimes dogs knock over the trash when they are left alone","sometimes dogs knock over the trash when they are left alone",-4,-4
"1e8d7a7e-a522-42a7-8d2e-2ae865f33351",16,0,7.98,4.32,2.01,3.7,0.27,0,0,5,"new technologies always make our lives easier",121,8,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-10,-10
"1e91ad6b-5931-439f-8be8-fc7b777d5b3a",16,0,7.98,3.49,2.01,4.59,0.218,2,0.352,72,"before dinner she often asks to play with her friends",138,10,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",0,0
"1e94ad44-59f3-4917-ac86-5faffe9f1c54",14,0,7.98,3.09,1.75,4.53,0.221,3,0.351,111,"european people tend to be taller than asian people",228,11,"european people tend to be taller than asian people","european people tend to be taller than asian people",0,0
"1ea5f179-b0ea-49f0-9288-40d28bd0a71f",10,1,8.03,2.99,1.25,3.34,0.299,2,0.341,89,"software that thales swift invented changed the world",47,10,"the software that taylor swift invented changed the world","the software that taylor swift invented changed the world",-8,-8
"1eab02da-1d3a-49a9-a807-5ed890d21655",9,4,7.92,4.56,1.14,1.97,0.507,7,1.928,76,"kids ask parents when dinosaurs died",270,10,"kids like to ask their parents why the dinosaurs died out","kids like to ask their parents why the dinosaurs died out",-23,-23
"1eade3ab-9af8-4db8-a2fe-6a98db06d7dd",15,1,7.98,5.68,1.88,2.64,0.379,5,2.342,81,"luxury jewel is cheaper in china than in the united states",233,10,"luxury brands are cheaper in china than in the united states","luxury brands are cheaper in china than in the united states",-9,-9
"1ecf05e6-3336-4587-8dd5-c19a85d30339",13,0,7.98,3.86,1.63,3.37,0.297,2,0.216,173,"many people are curious about how the pyramids were built",115,13,"many people are curious about how the pyramids were built","many people are curious about how the pyramids were built",0,0
"1ed167f9-d163-40fd-a9c4-7d81c06ad525",14,1,7.98,3.62,1.75,3.87,0.258,0,0,97,"want to buy jewelry necklaces for the wedding",156,11,"women like to buy jewellery necklaces and rings when they get married","women like to buy jewellery necklaces and rings when they get married",-33,-33
"1edb12dd-76b1-4757-9c98-27d009c6157c",15,0,7.98,5.23,1.88,2.87,0.349,1,0.136,51,"new technology is always making our lives much easier",181,11,"new technology always makes our lives much easier ","new technology always makes our lives much easier ",-7,-7
"1ee9455f-4169-4111-a69a-8fa4c5ab7d8d",10,1,7.98,3.84,1.25,2.6,0.384,1,0.159,72,"before dinner she often asks to play with her friends",125,10,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",0,0
"1eed8ceb-3fd9-4954-b8c7-2b52ce672b4c",11,0,7.92,2.22,1.39,4.95,0.202,0,0,52,"many people dont need 8 hours of sleep",287,12,"many people dont need 8 hours of sleep","many people dont need eight hours of sleep",0,-5
"1ef155e0-55c7-4fd5-89ea-f3e3882f2cc5",13,0,7.98,7.98,1.63,1.63,0.614,2,1.8,16,"wearing dress should be dressed with a suit and tie",271,8,"wedding guests should be dressed in a suit and tie","wedding guests should be dressed in a suit and tie",-8,-8
"1ef353e6-71d8-47bb-8475-6e7bb16075d0",15,0,7.98,4.38,1.88,3.42,0.292,3,0.554,74,"people are not sure when scientists will find a cure for cancer",161,10,"people are not sure when scientists will find a cure for cancer","people are not sure when scientists will find a cure for cancer",0,0
"1efa357f-fdcc-4935-933e-7d6a8b56ec6c",10,0,7.98,2.67,1.25,3.74,0.267,2,0.228,20,"before dinners he often asks to play with their friends",95,8,"before dinner she often asks to play with her friends","before dinner she often asks to play with her friends",-4,-4
"1efaa754-d8b7-490a-9301-3f40f2f41071",17,1,7.98,3.74,2.13,4.54,0.22,3,0.424,27,"european people tend to be more taller than japanese people",37,8,"european people tend to be taller than asian people","european people tend to be taller than asian people",-11,-11
