IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2020,false,,,,,,,,,,,,,15000,,,13000,,19000,15 000 [13 000 – 19 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,false,,,,,,,,,,,,,15000,,,14000,,16000,15 000 [14 000 – 16 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,HTI,Haiti,Year,2020,false,,,,,,,,,,,,,150000,,,130000,,170000,150 000 [130 000 – 170 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ESP,Spain,Year,2020,false,,,,,,,,,,,,,150000,,,130000,,170000,150 000 [130 000 – 170 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2020,false,,,,,,,,,,,,,16000,,,14000,,17000,16 000 [14 000 – 17 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,PRY,Paraguay,Year,2020,false,,,,,,,,,,,,,16000,,,14000,,18000,16 000 [14 000 – 18 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,GRC,Greece,Year,2020,false,,,,,,,,,,,,,16000,,,15000,,17000,16 000 [15 000 – 17 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2020,false,,,,,,,,,,,,,17000,,,14000,,20000,17 000 [14 000 – 20 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,COL,Colombia,Year,2020,false,,,,,,,,,,,,,170000,,,130000,,210000,170 000 [130 000 – 210 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SSD,South Sudan,Year,2020,false,,,,,,,,,,,,,170000,,,160000,,180000,170 000 [160 000 – 180 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,HRV,Croatia,Year,2020,false,,,,,,,,,,,,,1700,,,1400,,2000,1700 [1400 – 2000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,FRA,France,Year,2020,false,,,,,,,,,,,,,190000,,,160000,,210000,190 000 [160 000 – 210 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,IND,India,Year,2020,false,,,,,,,,,,,,,2400000,,,2000000,,2900000,2 400 000 [2 000 000 – 2 900 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ROU,Romania,Year,2020,false,,,,,,,,,,,,,20000,,,17000,,23000,20 000 [17 000 – 23 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,DZA,Algeria,Year,2020,false,,,,,,,,,,,,,20000,,,18000,,21000,20 000 [18 000 – 21 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2020,false,,,,,,,,,,,,,200000,,,190000,,200000,200 000 [190 000 – 200 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,NAM,Namibia,Year,2020,false,,,,,,,,,,,,,210000,,,200000,,230000,210 000 [200 000 – 230 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,HND,Honduras,Year,2020,false,,,,,,,,,,,,,22000,,,20000,,25000,22 000 [20 000 – 25 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2020,false,,,,,,,,,,,,,22000,,,20000,,25000,22 000 [20 000 – 25 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2020,false,,,,,,,,,,,,,220000,,,200000,,230000,220 000 [200 000 – 230 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2020,false,,,,,,,,,,,,,230000,,,220000,,240000,230 000 [220 000 – 240 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,NLD,Netherlands,Year,2020,false,,,,,,,,,,,,,24000,,,22000,,27000,24 000 [22 000 – 27 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2020,false,,,,,,,,,,,,,240000,,,210000,,280000,240 000 [210 000 – 280 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,false,,,,,,,,,,,,,240000,,,220000,,270000,240 000 [220 000 – 270 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BRB,Barbados,Year,2020,false,,,,,,,,,,,,,2400,,,2200,,2600,2400 [2200 – 2600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2020,false,,,,,,,,,,,,,2400,,,2200,,2600,2400 [2200 – 2600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,false,,,,,,,,,,,,,25000,,,21000,,30000,25 000 [21 000 – 30 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,SLV,El Salvador,Year,2020,false,,,,,,,,,,,,,25000,,,23000,,26000,25 000 [23 000 – 26 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,false,,,,,,,,,,,,,2500,,,2100,,3000,2500 [2100 – 3000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GMB,Gambia,Year,2020,false,,,,,,,,,,,,,26000,,,21000,,33000,26 000 [21 000 – 33 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2020,false,,,,,,,,,,,,,27000,,,25000,,30000,27 000 [25 000 – 30 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2020,false,,,,,,,,,,,,,270000,,,250000,,290000,270 000 [250 000 – 290 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BLR,Belarus,Year,2020,false,,,,,,,,,,,,,28000,,,22000,,37000,28 000 [22 000 – 37 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2020,false,,,,,,,,,,,,,29000,,,27000,,31000,29 000 [27 000 – 31 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2020,false,,,,,,,,,,,,,29000,,,28000,,33000,29 000 [28 000 – 33 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2020,false,,,,,,,,,,,,,290000,,,280000,,310000,290 000 [280 000 – 310 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2020,false,,,,,,,,,,,,,2900,,,2600,,3300,2900 [2600 – 3300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2020,false,,,,,,,,,,,,,30000,,,27000,,32000,30 000 [27 000 – 32 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,NER,Niger,Year,2020,false,,,,,,,,,,,,,30000,,,27000,,34000,30 000 [27 000 – 34 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,GTM,Guatemala,Year,2020,false,,,,,,,,,,,,,31000,,,28000,,34000,31 000 [28 000 – 34 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,AGO,Angola,Year,2020,false,,,,,,,,,,,,,310000,,,270000,,380000,310 000 [270 000 – 380 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2020,false,,,,,,,,,,,,,3100,,,2600,,3500,3100 [2600 – 3500],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2020,false,,,,,,,,,,,,,32000,,,29000,,36000,32 000 [29 000 – 36 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,LBR,Liberia,Year,2020,false,,,,,,,,,,,,,34000,,,28000,,42000,34 000 [28 000 – 42 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GHA,Ghana,Year,2020,false,,,,,,,,,,,,,340000,,,330000,,370000,340 000 [330 000 – 370 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,false,,,,,,,,,,,,,3400,,,2600,,4300,3400 [2600 – 4300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2020,false,,,,,,,,,,,,,3400,,,2800,,3900,3400 [2800 – 3900],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BLZ,Belize,Year,2020,false,,,,,,,,,,,,,3400,,,3200,,3700,3400 [3200 – 3700],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CUB,Cuba,Year,2020,false,,,,,,,,,,,,,35000,,,30000,,38000,35 000 [30 000 – 38 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,MEX,Mexico,Year,2020,false,,,,,,,,,,,,,350000,,,310000,,390000,350 000 [310 000 – 390 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,BWA,Botswana,Year,2020,false,,,,,,,,,,,,,360000,,,340000,,390000,360 000 [340 000 – 390 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,false,,,,,,,,,,,,,3600,,,3100,,4000,3600 [3100 – 4000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,false,,,,,,,,,,,,,3600,,,3300,,4000,3600 [3300 – 4000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2020,false,,,,,,,,,,,,,39000,,,36000,,44000,39 000 [36 000 – 44 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2020,false,,,,,,,,,,,,,390000,,,350000,,440000,390 000 [350 000 – 440 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2020,false,,,,,,,,,,,,,40000,,,34000,,49000,40 000 [34 000 – 49 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SEN,Senegal,Year,2020,false,,,,,,,,,,,,,40000,,,36000,,44000,40 000 [36 000 – 44 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,PRT,Portugal,Year,2020,false,,,,,,,,,,,,,42000,,,37000,,47000,42 000 [37 000 – 47 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,NOR,Norway,Year,2020,false,,,,,,,,,,,,,4500,,,3700,,5300,4500 [3700 – 5300],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2020,false,,,,,,,,,,,,,4500,,,3900,,5100,4500 [3900 – 5100],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2020,false,,,,,,,,,,,,,46000,,,41000,,52000,46 000 [41 000 – 52 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GAB,Gabon,Year,2020,false,,,,,,,,,,,,,47000,,,40000,,59000,47 000 [40 000 – 59 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CMR,Cameroon,Year,2020,false,,,,,,,,,,,,,500000,,,470000,,530000,500 000 [470 000 – 530 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,false,,,,,,,,,,,,,5200,,,3600,,7600,5200 [3600 – 7600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2020,false,,,,,,,,,,,,,530000,,,480000,,570000,530 000 [480 000 – 570 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2020,false,,,,,,,,,,,,,54000,,,40000,,140000,54 000 [40 000 – 140 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MDG,Madagascar,Year,2020,false,,,,,,,,,,,,,54000,,,44000,,68000,54 000 [44 000 – 68 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2020,false,,,,,,,,,,,,,540000,,,440000,,640000,540 000 [440 000 – 640 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2020,false,,,,,,,,,,,,,540000,,,510000,,570000,540 000 [510 000 – 570 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2020,false,,,,,,,,,,,,,56000,,,52000,,60000,56 000 [52 000 – 60 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2020,false,,,,,,,,,,,,,56000,,,52000,,61000,56 000 [52 000 – 61 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,SUR,Suriname,Year,2020,false,,,,,,,,,,,,,6000,,,4900,,7400,6000 [4900 – 7400],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,false,,,,,,,,,,,,,610,,,540,,670,610 [540 – 670],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2020,false,,,,,,,,,,,,,620000,,,590000,,650000,620 000 [590 000 – 650 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2020,false,,,,,,,,,,,,,6300,,,4500,,8700,6300 [4500 – 8700],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2020,false,,,,,,,,,,,,,64000,,,62000,,69000,64 000 [62 000 – 69 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,DNK,Denmark,Year,2020,false,,,,,,,,,,,,,6700,,,5600,,7800,6700 [5600 – 7800],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,BEN,Benin,Year,2020,false,,,,,,,,,,,,,69000,,,57000,,81000,69 000 [57 000 – 81 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,ZAF,South Africa,Year,2020,false,,,,,,,,,,,,,7400000,,,6900000,,8000000,7 400 000 [6 900 000 – 8 000 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2020,false,,,,,,,,,,,,,730,,,610,,1400,730 [610 – 1400],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,LVA,Latvia,Year,2020,false,,,,,,,,,,,,,7400,,,4900,,9600,7400 [4900 – 9600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2020,false,,,,,,,,,,,,,75000,,,67000,,83000,75 000 [67 000 – 83 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2020,false,,,,,,,,,,,,,76000,,,72000,,78000,76 000 [72 000 – 78 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,GEO,Georgia,Year,2020,false,,,,,,,,,,,,,7700,,,7200,,8100,7700 [7200 – 8100],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2020,false,,,,,,,,,,,,,78000,,,64000,,92000,78 000 [64 000 – 92 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2020,false,,,,,,,,,,,,,78000,,,71000,,85000,78 000 [71 000 – 85 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,false,,,,,,,,,,,,,80000,,,69000,,91000,80 000 [69 000 – 91 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CHL,Chile,Year,2020,false,,,,,,,,,,,,,80000,,,72000,,87000,80 000 [72 000 – 87 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2020,false,,,,,,,,,,,,,8000,,,7100,,9100,8000 [7100 – 9100],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2020,false,,,,,,,,,,,,,8000,,,7300,,8600,8000 [7300 – 8600],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2020,false,,,,,,,,,,,,,8100,,,5100,,10000,8100 [5100 – 10 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2020,false,,,,,,,,,,,,,820,,,690,,980,820 [690 – 980],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2020,false,,,,,,,,,,,,,85000,,,72000,,100000,85 000 [72 000 – 100 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,IRL,Ireland,Year,2020,false,,,,,,,,,,,,,8500,,,7300,,9700,8500 [7300 – 9700],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2020,false,,,,,,,,,,,,,89000,,,77000,,100000,89 000 [77 000 – 100 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,DEU,Germany,Year,2020,false,,,,,,,,,,,,,92000,,,79000,,110000,92 000 [79 000 – 110 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,BRA,Brazil,Year,2020,false,,,,,,,,,,,,,920000,,,450000,,1400000,920 000 [450 000 – 1 400 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,PER,Peru,Year,2020,false,,,,,,,,,,,,,94000,,,82000,,110000,94 000 [82 000 – 110 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MRT,Mauritania,Year,2020,false,,,,,,,,,,,,,9400,,,7800,,11000,9400 [7800 – 11 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,GUY,Guyana,Year,2020,false,,,,,,,,,,,,,9500,,,8600,,11000,9500 [8600 – 11 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2020,false,,,,,,,,,,,,,96000,,,84000,,110000,96 000 [84 000 – 110 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2020,false,,,,,,,,,,,,,9600,,,9000,,11000,9600 [9000 – 11 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,false,,,,,,,,,,,,,9700,,,9200,,10000,9700 [9200 – 10 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AFR,Africa,Country,MWI,Malawi,Year,2020,false,,,,,,,,,,,,,990000,,,930000,,1100000,990 000 [930 000 – 1 100 000],,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,AND,Andorra,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,ARM,Armenia,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,AUT,Austria,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BEL,Belgium,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,AMR,Americas,Country,CAN,Canada,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,CHN,China,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
HIV_0000000001,Estimated number of people (all ages) living with HIV,numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2020,false,,,,,,,,,,,,,,,,,,,No data,827,,EN,2022-09-18T22:00:00.000Z
