text,response,count
"Dort ist kein Feuerzeug, sondern %%.",kerze,5
"Dort ist kein Feuerzeug, sondern %%.",feuerlöscher,3
"Dort ist kein Feuerzeug, sondern %%.",zigarette,2
"Dort ist kein Feuerzeug, sondern %%.",anwalt,1
"Dort ist kein Feuerzeug, sondern %%.",becher,1
"Dort ist kein Feuerzeug, sondern %%.",dreirad,1
"Dort ist kein Feuerzeug, sondern %%.",fackel,1
"Dort ist kein Feuerzeug, sondern %%.",feuerstahl,1
"Dort ist kein Feuerzeug, sondern %%.",feuerstein,1
"Dort ist kein Feuerzeug, sondern %%.",großmutter,1
"Dort ist kein Feuerzeug, sondern %%.",kind,1
"Dort ist kein Feuerzeug, sondern %%.",lagerfeuer,1
"Dort ist kein Feuerzeug, sondern %%.",prometheus.,1
"Dort ist kein Feuerzeug, sondern %%.",rad,1
"Dort ist kein Feuerzeug, sondern %%.",rettungsring,1
"Dort ist kein Feuerzeug, sondern %%.",schlüssel,1
"Dort ist kein Feuerzeug, sondern %%.",streichholzschachtel,1
"Dort ist kein Feuerzeug, sondern %%.",tier,1
"Dort ist kein Feuerzeug, sondern %%.",wasser,1
"Dort ist kein Feuerzeug, sondern %%.",zigarre,1
"Dort ist kein Film, sondern %%.",serie,8
"Dort ist kein Film, sondern %%.",buch,3
"Dort ist kein Film, sondern %%.",cd,2
"Dort ist kein Film, sondern %%.",diashow,2
"Dort ist kein Film, sondern %%.",kassette,2
"Dort ist kein Film, sondern %%.",lied,2
"Dort ist kein Film, sondern %%.",netflix,2
"Dort ist kein Film, sondern %%.",theater,2
"Dort ist kein Film, sondern %%.",theaterstück,2
"Dort ist kein Film, sondern %%.",cartoon,1
"Dort ist kein Film, sondern %%.",filmproduktion,1
"Dort ist kein Film, sondern %%.",foto,1
"Dort ist kein Film, sondern %%.",kino,1
"Dort ist kein Film, sondern %%.",komödie,1
"Dort ist kein Film, sondern %%.",kurzclip,1
"Dort ist kein Film, sondern %%.",kurzvideo,1
"Dort ist kein Film, sondern %%.",licht,1
"Dort ist kein Film, sondern %%.",movie,1
"Dort ist kein Film, sondern %%.",musical,1
"Dort ist kein Film, sondern %%.",musik,1
"Dort ist kein Film, sondern %%.",musikvideo,1
"Dort ist kein Film, sondern %%.",podcast,1
"Dort ist kein Film, sondern %%.",realität,1
"Dort ist kein Film, sondern %%.",schwert,1
"Dort ist kein Film, sondern %%.",song,1
"Dort ist kein Film, sondern %%.",text,1
"Dort ist kein Film, sondern %%.",tonspur,1
"Dort ist kein Film, sondern %%.",video,1
"Dort ist kein Film, sondern %%.",videoveranstaltung,1
"Dort ist kein Film, sondern %%.",vortrag,1
"Dort ist kein Film, sondern %%.",zumutung.,1
"Dort ist kein Fleck, sondern %%.",dreck,7
"Dort ist kein Fleck, sondern %%.",loch,7
"Dort ist kein Fleck, sondern %%.",kunst,4
"Dort ist kein Fleck, sondern %%.",muster,2
"Dort ist kein Fleck, sondern %%.",punkt,2
"Dort ist kein Fleck, sondern %%.",schmutz,2
"Dort ist kein Fleck, sondern %%.",baum,1
"Dort ist kein Fleck, sondern %%.",bild,1
"Dort ist kein Fleck, sondern %%.",blut,1
"Dort ist kein Fleck, sondern %%.",butter,1
"Dort ist kein Fleck, sondern %%.",crack,1
"Dort ist kein Fleck, sondern %%.",fussel,1
"Dort ist kein Fleck, sondern %%.",gemälde,1
"Dort ist kein Fleck, sondern %%.",hopfen,1
"Dort ist kein Fleck, sondern %%.",klecks,1
"Dort ist kein Fleck, sondern %%.",kratzer,1
"Dort ist kein Fleck, sondern %%.",krümel,1
"Dort ist kein Fleck, sondern %%.",kunstwerk.,1
"Dort ist kein Fleck, sondern %%.",marmelade,1
"Dort ist kein Fleck, sondern %%.",öllösung,1
"Dort ist kein Fleck, sondern %%.",pfütze,1
"Dort ist kein Fleck, sondern %%.",sauberkeit,1
"Dort ist kein Fleck, sondern %%.",schatten,1
"Dort ist kein Fleck, sondern %%.",staub,1
"Dort ist kein Fleck, sondern %%.",stickerei,1
"Dort ist kein Fleck, sondern %%.",suaber,1
"Dort ist kein Fleck, sondern %%.",symbol,1
"Dort ist kein Fleck, sondern %%.",tier,1
"Dort ist kein Fleck, sondern %%.",tuch,1
"Dort ist kein Frieden, sondern %%.",krieg,41
"Dort ist kein Frieden, sondern %%.",fluch,1
"Dort ist kein Frieden, sondern %%.",gaspreisbremse,1
"Dort ist kein Frieden, sondern %%.",hölle,1
"Dort ist kein Frieden, sondern %%.",klausur,1
"Dort ist kein Frieden, sondern %%.",unfrieden,1
"Dort ist kein Frieden, sondern %%.",uni forschung.,1
"Dort ist kein Frosch, sondern %%.",kröte,18
"Dort ist kein Frosch, sondern %%.",ente,3
"Dort ist kein Frosch, sondern %%.",fisch,3
"Dort ist kein Frosch, sondern %%.",prinz,3
"Dort ist kein Frosch, sondern %%.",aal,1
"Dort ist kein Frosch, sondern %%.",echse,1
"Dort ist kein Frosch, sondern %%.",eidechse,1
"Dort ist kein Frosch, sondern %%.",fliege,1
"Dort ist kein Frosch, sondern %%.",franzose.,1
"Dort ist kein Frosch, sondern %%.",grille,1
"Dort ist kein Frosch, sondern %%.",hamster,1
"Dort ist kein Frosch, sondern %%.",hirsch,1
"Dort ist kein Frosch, sondern %%.",hund,1
"Dort ist kein Frosch, sondern %%.",libelle,1
"Dort ist kein Frosch, sondern %%.",maus,1
"Dort ist kein Frosch, sondern %%.",mensch,1
"Dort ist kein Frosch, sondern %%.",pferd,1
"Dort ist kein Frosch, sondern %%.",pinguin,1
"Dort ist kein Frosch, sondern %%.",prinzessin,1
"Dort ist kein Frosch, sondern %%.",raupe,1
"Dort ist kein Frosch, sondern %%.",teich,1
"Dort ist kein Frosch, sondern %%.",vogel,1
"Dort ist kein Frosch, sondern %%.",weintrauben,1
"Dort ist kein Frosch, sondern %%.",zahn,1
"Dort ist kein Fuß, sondern %%.",hand,18
"Dort ist kein Fuß, sondern %%.",bein,8
"Dort ist kein Fuß, sondern %%.",arm,4
"Dort ist kein Fuß, sondern %%.",kopf,2
"Dort ist kein Fuß, sondern %%.",schuh,2
"Dort ist kein Fuß, sondern %%.",zeh,2
"Dort ist kein Fuß, sondern %%.",bauch,1
"Dort ist kein Fuß, sondern %%.",brust,1
"Dort ist kein Fuß, sondern %%.",character(0),1
"Dort ist kein Fuß, sondern %%.",flügel,1
"Dort ist kein Fuß, sondern %%.",flussbett,1
"Dort ist kein Fuß, sondern %%.",holzbein.,1
"Dort ist kein Fuß, sondern %%.",pfote,1
"Dort ist kein Fuß, sondern %%.",pilz,1
"Dort ist kein Fuß, sondern %%.",prothese,1
"Dort ist kein Fuß, sondern %%.",schädel,1
"Dort ist kein Fuß, sondern %%.",zehe,1
"Dort ist kein Gas, sondern %%.",luft,10
"Dort ist kein Gas, sondern %%.",öl,8
"Dort ist kein Gas, sondern %%.",benzin,4
"Dort ist kein Gas, sondern %%.",feuer,2
"Dort ist kein Gas, sondern %%.",glas,2
"Dort ist kein Gas, sondern %%.",metall,2
"Dort ist kein Gas, sondern %%.",ammoniak,1
"Dort ist kein Gas, sondern %%.",becher,1
"Dort ist kein Gas, sondern %%.",diesel,1
"Dort ist kein Gas, sondern %%.",elektronik,1
"Dort ist kein Gas, sondern %%.",feststoff,1
"Dort ist kein Gas, sondern %%.",flüssigkeit,1
"Dort ist kein Gas, sondern %%.",hitze,1
"Dort ist kein Gas, sondern %%.",kalte wohnung.,1
"Dort ist kein Gas, sondern %%.",krieg,1
"Dort ist kein Gas, sondern %%.",land,1
"Dort ist kein Gas, sondern %%.",licht,1
"Dort ist kein Gas, sondern %%.",parfum,1
"Dort ist kein Gas, sondern %%.",plastik,1
"Dort ist kein Gas, sondern %%.",putin,1
"Dort ist kein Gas, sondern %%.",sauerstoff,1
"Dort ist kein Gas, sondern %%.",staub,1
"Dort ist kein Gas, sondern %%.",strom,1
"Dort ist kein Gas, sondern %%.",teller,1
"Dort ist kein Gas, sondern %%.",wasser,1
"Dort ist kein Gedicht, sondern %%.",lied,12
"Dort ist kein Gedicht, sondern %%.",roman,5
"Dort ist kein Gedicht, sondern %%.",geschichte,3
"Dort ist kein Gedicht, sondern %%.",text,3
"Dort ist kein Gedicht, sondern %%.",buch,2
"Dort ist kein Gedicht, sondern %%.",haiku,2
"Dort ist kein Gedicht, sondern %%.",liedtext,2
"Dort ist kein Gedicht, sondern %%.",prosatext,2
"Dort ist kein Gedicht, sondern %%.",artikel,1
"Dort ist kein Gedicht, sondern %%.",aufsatz,1
"Dort ist kein Gedicht, sondern %%.",ballade,1
"Dort ist kein Gedicht, sondern %%.",brief,1
"Dort ist kein Gedicht, sondern %%.",dichter,1
"Dort ist kein Gedicht, sondern %%.",erörterung,1
"Dort ist kein Gedicht, sondern %%.",essay,1
"Dort ist kein Gedicht, sondern %%.",gericht.,1
"Dort ist kein Gedicht, sondern %%.",gesicht,1
"Dort ist kein Gedicht, sondern %%.",graffiti,1
"Dort ist kein Gedicht, sondern %%.",märchen,1
"Dort ist kein Gedicht, sondern %%.",müllhaufen,1
"Dort ist kein Gedicht, sondern %%.",pferd,1
"Dort ist kein Gedicht, sondern %%.",poesie,1
"Dort ist kein Gedicht, sondern %%.",songtext,1
"Dort ist kein Gedicht, sondern %%.",spott,1
"Dort ist kein Geldschein, sondern %%.",münze,13
"Dort ist kein Geldschein, sondern %%.",münzen,7
"Dort ist kein Geldschein, sondern %%.",kreditkarte,5
"Dort ist kein Geldschein, sondern %%.",gutschein,4
"Dort ist kein Geldschein, sondern %%.",papier,3
"Dort ist kein Geldschein, sondern %%.",zettel,2
"Dort ist kein Geldschein, sondern %%.",blatt,1
"Dort ist kein Geldschein, sondern %%.",bundestag,1
"Dort ist kein Geldschein, sondern %%.",crypto,1
"Dort ist kein Geldschein, sondern %%.",ec-karte,1
"Dort ist kein Geldschein, sondern %%.",geldstück,1
"Dort ist kein Geldschein, sondern %%.",karte,1
"Dort ist kein Geldschein, sondern %%.",kleingeld,1
"Dort ist kein Geldschein, sondern %%.",münzgeld,1
"Dort ist kein Geldschein, sondern %%.",peitsche.,1
"Dort ist kein Geldschein, sondern %%.",schein,1
"Dort ist kein Geldschein, sondern %%.",taschenlampe,1
"Dort ist kein Geldschein, sondern %%.",tisch,1
"Dort ist kein Geldschein, sondern %%.",wertpapier,1
"Dort ist kein Gemälde, sondern %%.",foto,12
"Dort ist kein Gemälde, sondern %%.",bild,8
"Dort ist kein Gemälde, sondern %%.",leinwand,3
"Dort ist kein Gemälde, sondern %%.",bildschirm,2
"Dort ist kein Gemälde, sondern %%.",,1
"Dort ist kein Gemälde, sondern %%.",abbildung,1
"Dort ist kein Gemälde, sondern %%.",character(0),1
"Dort ist kein Gemälde, sondern %%.",fernseher,1
"Dort ist kein Gemälde, sondern %%.",fleck,1
"Dort ist kein Gemälde, sondern %%.",fotographie,1
"Dort ist kein Gemälde, sondern %%.",haus,1
"Dort ist kein Gemälde, sondern %%.",kartoffelpüree,1
"Dort ist kein Gemälde, sondern %%.",kinderzeichnung,1
"Dort ist kein Gemälde, sondern %%.",kunstwerk,1
"Dort ist kein Gemälde, sondern %%.",monitor,1
"Dort ist kein Gemälde, sondern %%.",photo,1
"Dort ist kein Gemälde, sondern %%.",plakat,1
"Dort ist kein Gemälde, sondern %%.",prinz,1
"Dort ist kein Gemälde, sondern %%.",projektion,1
"Dort ist kein Gemälde, sondern %%.",ritterburg,1
"Dort ist kein Gemälde, sondern %%.",rüstung,1
"Dort ist kein Gemälde, sondern %%.",schrott.,1
"Dort ist kein Gemälde, sondern %%.",uhr,1
"Dort ist kein Gemälde, sondern %%.",vase,1
"Dort ist kein Gemälde, sondern %%.",wand,1
"Dort ist kein Gemälde, sondern %%.",zeichnung,1
"Dort ist kein Glas, sondern %%.",becher,9
"Dort ist kein Glas, sondern %%.",plastik,6
"Dort ist kein Glas, sondern %%.",tasse,5
"Dort ist kein Glas, sondern %%.",spiegel,4
"Dort ist kein Glas, sondern %%.",flasche,3
"Dort ist kein Glas, sondern %%.",holz,3
"Dort ist kein Glas, sondern %%.",metall,3
"Dort ist kein Glas, sondern %%.",plastikbecher,2
"Dort ist kein Glas, sondern %%.",teller,2
"Dort ist kein Glas, sondern %%.",behältnis,1
"Dort ist kein Glas, sondern %%.",fass,1
"Dort ist kein Glas, sondern %%.",fenster,1
"Dort ist kein Glas, sondern %%.",fleck,1
"Dort ist kein Glas, sondern %%.",henkel,1
"Dort ist kein Glas, sondern %%.",heu,1
"Dort ist kein Glas, sondern %%.",kanne,1
"Dort ist kein Glas, sondern %%.",kunststoff,1
"Dort ist kein Glas, sondern %%.",maß,1
"Dort ist kein Glas, sondern %%.",porzellanbecher,1
"Dort ist kein Gorilla, sondern %%.",schimpanse,12
"Dort ist kein Gorilla, sondern %%.",affe,10
"Dort ist kein Gorilla, sondern %%.",giraffe,3
"Dort ist kein Gorilla, sondern %%.",mensch,3
"Dort ist kein Gorilla, sondern %%.",hund,2
"Dort ist kein Gorilla, sondern %%.",orang-utan,2
"Dort ist kein Gorilla, sondern %%.",bonogo,1
"Dort ist kein Gorilla, sondern %%.",chimpanze,1
"Dort ist kein Gorilla, sondern %%.",eichhörnchen,1
"Dort ist kein Gorilla, sondern %%.",ente,1
"Dort ist kein Gorilla, sondern %%.",fisch,1
"Dort ist kein Gorilla, sondern %%.",geräusch,1
"Dort ist kein Gorilla, sondern %%.",katze,1
"Dort ist kein Gorilla, sondern %%.",kommulitone,1
"Dort ist kein Gorilla, sondern %%.",oran-utan,1
"Dort ist kein Gorilla, sondern %%.",orang utan,1
"Dort ist kein Gorilla, sondern %%.",panda,1
"Dort ist kein Gorilla, sondern %%.",schulhaus,1
"Dort ist kein Gorilla, sondern %%.",tiger,1
"Dort ist kein Gorilla, sondern %%.",urangutan,1
"Dort ist kein Gorilla, sondern %%.",zebra,1
"Dort ist kein Gutschein, sondern %%.",geld,11
"Dort ist kein Gutschein, sondern %%.",zettel,4
"Dort ist kein Gutschein, sondern %%.",geschenk,3
"Dort ist kein Gutschein, sondern %%.",coupon,2
"Dort ist kein Gutschein, sondern %%.",geldschein,2
"Dort ist kein Gutschein, sondern %%.",rabatt,2
"Dort ist kein Gutschein, sondern %%.",rechnung,2
"Dort ist kein Gutschein, sondern %%.",ablassbrief.,1
"Dort ist kein Gutschein, sondern %%.",auszahlung,1
"Dort ist kein Gutschein, sondern %%.",bargeld,1
"Dort ist kein Gutschein, sondern %%.",betrug,1
"Dort ist kein Gutschein, sondern %%.",brief,1
"Dort ist kein Gutschein, sondern %%.",buch,1
"Dort ist kein Gutschein, sondern %%.",check,1
"Dort ist kein Gutschein, sondern %%.",eintrittskarte,1
"Dort ist kein Gutschein, sondern %%.",falle,1
"Dort ist kein Gutschein, sondern %%.",karte,1
"Dort ist kein Gutschein, sondern %%.",kreditkarte,1
"Dort ist kein Gutschein, sondern %%.",normale preis,1
"Dort ist kein Gutschein, sondern %%.",postkarte,1
"Dort ist kein Gutschein, sondern %%.",prämie,1
"Dort ist kein Gutschein, sondern %%.",präsent,1
"Dort ist kein Gutschein, sondern %%.",rabattcode,1
"Dort ist kein Gutschein, sondern %%.",stern,1
"Dort ist kein Gutschein, sondern %%.",strafzettel,1
"Dort ist kein Gutschein, sondern %%.",wertcoupon,1
"Dort ist kein Gutschein, sondern %%.",witz,1
"Dort ist kein Gutschein, sondern %%.",zahlungsaufforderung,1
"Dort ist kein Halstuch, sondern %%.",schal,27
"Dort ist kein Halstuch, sondern %%.",mütze,4
"Dort ist kein Halstuch, sondern %%.",hut,2
"Dort ist kein Halstuch, sondern %%.",kette,2
"Dort ist kein Halstuch, sondern %%.",kopftuch,2
"Dort ist kein Halstuch, sondern %%.",krawatte,2
"Dort ist kein Halstuch, sondern %%.",bandana,1
"Dort ist kein Halstuch, sondern %%.",buff,1
"Dort ist kein Halstuch, sondern %%.",freiheit,1
"Dort ist kein Halstuch, sondern %%.",halskette,1
"Dort ist kein Halstuch, sondern %%.",ladekabel,1
"Dort ist kein Halstuch, sondern %%.",rock,1
"Dort ist kein Halstuch, sondern %%.",tastatur,1
"Dort ist kein Halstuch, sondern %%.",verband,1
"Dort ist kein Hammer, sondern %%.",nagel,13
"Dort ist kein Hammer, sondern %%.",zange,7
"Dort ist kein Hammer, sondern %%.",schraubenzieher,3
"Dort ist kein Hammer, sondern %%.",meisel,2
"Dort ist kein Hammer, sondern %%.",schraube,2
"Dort ist kein Hammer, sondern %%.",amboss,1
"Dort ist kein Hammer, sondern %%.",bohrer,1
"Dort ist kein Hammer, sondern %%.",buch,1
"Dort ist kein Hammer, sondern %%.",bügeleisen,1
"Dort ist kein Hammer, sondern %%.",feile,1
"Dort ist kein Hammer, sondern %%.",gabel,1
"Dort ist kein Hammer, sondern %%.",hummer.,1
"Dort ist kein Hammer, sondern %%.",instrument,1
"Dort ist kein Hammer, sondern %%.",klammer,1
"Dort ist kein Hammer, sondern %%.",löwe,1
"Dort ist kein Hammer, sondern %%.",mechaniker,1
"Dort ist kein Hammer, sondern %%.",meißel,1
"Dort ist kein Hammer, sondern %%.",messer,1
"Dort ist kein Hammer, sondern %%.",säge,1
"Dort ist kein Hammer, sondern %%.",schraubendreher,1
"Dort ist kein Hammer, sondern %%.",schraubenschlüssel,1
"Dort ist kein Hammer, sondern %%.",sichel,1
"Dort ist kein Hammer, sondern %%.",tor,1
"Dort ist kein Hammer, sondern %%.",trommel,1
"Dort ist kein Hammer, sondern %%.",zige,1
"Dort ist kein Hirsch, sondern %%.",reh,29
"Dort ist kein Hirsch, sondern %%.",elch,2
"Dort ist kein Hirsch, sondern %%.", reh,1
"Dort ist kein Hirsch, sondern %%.",baum,1
"Dort ist kein Hirsch, sondern %%.",birne,1
"Dort ist kein Hirsch, sondern %%.",fisch,1
"Dort ist kein Hirsch, sondern %%.",hirschkuh,1
"Dort ist kein Hirsch, sondern %%.",hund,1
"Dort ist kein Hirsch, sondern %%.",kalb,1
"Dort ist kein Hirsch, sondern %%.",kuh,1
"Dort ist kein Hirsch, sondern %%.",lamm,1
"Dort ist kein Hirsch, sondern %%.",melone,1
"Dort ist kein Hirsch, sondern %%.",nashorn,1
"Dort ist kein Hirsch, sondern %%.",rehe,1
"Dort ist kein Hirsch, sondern %%.",rentier,1
"Dort ist kein Hirsch, sondern %%.",rentner.,1
"Dort ist kein Hirsch, sondern %%.",wald,1
"Dort ist kein Hirsch, sondern %%.",wildschwein,1
"Dort ist kein Hotel, sondern %%.",hostel,8
"Dort ist kein Hotel, sondern %%.",jugendherberge,6
"Dort ist kein Hotel, sondern %%.",motel,6
"Dort ist kein Hotel, sondern %%.",haus,3
"Dort ist kein Hotel, sondern %%.",airbnb,2
"Dort ist kein Hotel, sondern %%.",krankenhaus,2
"Dort ist kein Hotel, sondern %%.",pension,2
"Dort ist kein Hotel, sondern %%.",wohnhaus,2
"Dort ist kein Hotel, sondern %%.",absteige,1
"Dort ist kein Hotel, sondern %%.",airb&b,1
"Dort ist kein Hotel, sondern %%.",apartment,1
"Dort ist kein Hotel, sondern %%.",boot,1
"Dort ist kein Hotel, sondern %%.",bordell,1
"Dort ist kein Hotel, sondern %%.",concierge,1
"Dort ist kein Hotel, sondern %%.",freudenhaus.,1
"Dort ist kein Hotel, sondern %%.",gasthaus,1
"Dort ist kein Hotel, sondern %%.",gastronomie,1
"Dort ist kein Hotel, sondern %%.",heizung,1
"Dort ist kein Hotel, sondern %%.",hütte,1
"Dort ist kein Hotel, sondern %%.",malz,1
"Dort ist kein Hotel, sondern %%.",parkhaus,1
"Dort ist kein Hotel, sondern %%.",restaurant,1
"Dort ist kein Hotel, sondern %%.",tisch,1
"Dort ist kein Hotel, sondern %%.",zeltplatz,1
"Dort ist kein Hut, sondern %%.",mütze,24
"Dort ist kein Hut, sondern %%.",schuh,3
"Dort ist kein Hut, sondern %%.",cap,2
"Dort ist kein Hut, sondern %%.",kappe,2
"Dort ist kein Hut, sondern %%.",schal,2
"Dort ist kein Hut, sondern %%.",anzug,1
"Dort ist kein Hut, sondern %%.",baskenmütze,1
"Dort ist kein Hut, sondern %%.",brille,1
"Dort ist kein Hut, sondern %%.",glatze,1
"Dort ist kein Hut, sondern %%.",haube,1
"Dort ist kein Hut, sondern %%.",jackenständer,1
"Dort ist kein Hut, sondern %%.",kaputze,1
"Dort ist kein Hut, sondern %%.",kopftuch,1
"Dort ist kein Hut, sondern %%.",markus vogt.,1
"Dort ist kein Hut, sondern %%.",schlange,1
"Dort ist kein Hut, sondern %%.",tasche,1
"Dort ist kein Hut, sondern %%.",tasse,1
"Dort ist kein Hut, sondern %%.",tisch,1
"Dort ist kein Hut, sondern %%.",tuch,1
"Dort ist kein Instrument, sondern %%.",werkzeug,5
"Dort ist kein Instrument, sondern %%.",buch,3
"Dort ist kein Instrument, sondern %%.",gerät,2
"Dort ist kein Instrument, sondern %%.",gitarre,2
"Dort ist kein Instrument, sondern %%.",kamera,2
"Dort ist kein Instrument, sondern %%.",musik,2
"Dort ist kein Instrument, sondern %%.",musikbox,2
"Dort ist kein Instrument, sondern %%.",orchester,2
"Dort ist kein Instrument, sondern %%.",tisch,2
"Dort ist kein Instrument, sondern %%.",,1
"Dort ist kein Instrument, sondern %%.",ball,1
"Dort ist kein Instrument, sondern %%.",bauch,1
"Dort ist kein Instrument, sondern %%.",blockflöte,1
"Dort ist kein Instrument, sondern %%.",cd,1
"Dort ist kein Instrument, sondern %%.",felle,1
"Dort ist kein Instrument, sondern %%.",gegenstand,1
"Dort ist kein Instrument, sondern %%.",gemüse,1
"Dort ist kein Instrument, sondern %%.",kochlöffel,1
"Dort ist kein Instrument, sondern %%.",koffer,1
"Dort ist kein Instrument, sondern %%.",mayonnaise,1
"Dort ist kein Instrument, sondern %%.",mensch,1
"Dort ist kein Instrument, sondern %%.",möbelstück,1
"Dort ist kein Instrument, sondern %%.",musiker,1
"Dort ist kein Instrument, sondern %%.",musikvideo,1
"Dort ist kein Instrument, sondern %%.",obstschale,1
"Dort ist kein Instrument, sondern %%.",sänger,1
"Dort ist kein Instrument, sondern %%.",schrank,1
"Dort ist kein Instrument, sondern %%.",schuh,1
"Dort ist kein Instrument, sondern %%.",speaker,1
"Dort ist kein Instrument, sondern %%.",spielzeug,1
"Dort ist kein Instrument, sondern %%.",stimme,1
"Dort ist kein Instrument, sondern %%.",streit,1
"Dort ist kein Instrument, sondern %%.",stuhl,1
"Dort ist kein Instrument, sondern %%.",tasche,1
"Dort ist kein Joghurt, sondern %%.",quark,12
"Dort ist kein Joghurt, sondern %%.",milch,11
"Dort ist kein Joghurt, sondern %%.",sahne,5
"Dort ist kein Joghurt, sondern %%.",käse,2
"Dort ist kein Joghurt, sondern %%.",müsli,2
"Dort ist kein Joghurt, sondern %%.",apfel,1
"Dort ist kein Joghurt, sondern %%.",aufstrich,1
"Dort ist kein Joghurt, sondern %%.",auto,1
"Dort ist kein Joghurt, sondern %%.",ball,1
"Dort ist kein Joghurt, sondern %%.",buttermilch,1
"Dort ist kein Joghurt, sondern %%.",créme freche,1
"Dort ist kein Joghurt, sondern %%.",eis,1
"Dort ist kein Joghurt, sondern %%.",ersatzprodunkt,1
"Dort ist kein Joghurt, sondern %%.",früchtequark,1
"Dort ist kein Joghurt, sondern %%.",hund,1
"Dort ist kein Joghurt, sondern %%.",kefir,1
"Dort ist kein Joghurt, sondern %%.",penicillinkultur,1
"Dort ist kein Joghurt, sondern %%.",pudding,1
"Dort ist kein Joghurt, sondern %%.",speisequarck,1
"Dort ist kein Joghurt, sondern %%.",wal,1
"Dort ist kein Kind, sondern %%.",erwachsener,15
"Dort ist kein Kind, sondern %%.",baby,3
"Dort ist kein Kind, sondern %%.",hund,3
"Dort ist kein Kind, sondern %%.",mutter,3
"Dort ist kein Kind, sondern %%.",rentner,3
"Dort ist kein Kind, sondern %%.",katze,2
"Dort ist kein Kind, sondern %%.",teenager,2
"Dort ist kein Kind, sondern %%.",arzt,1
"Dort ist kein Kind, sondern %%.",baum,1
"Dort ist kein Kind, sondern %%.",eltern,1
"Dort ist kein Kind, sondern %%.",familie,1
"Dort ist kein Kind, sondern %%.",florian wickelmaier,1
"Dort ist kein Kind, sondern %%.",frau,1
"Dort ist kein Kind, sondern %%.",huhn,1
"Dort ist kein Kind, sondern %%.",jugendlicher,1
"Dort ist kein Kind, sondern %%.",mensch,1
"Dort ist kein Kind, sondern %%.",mütze,1
"Dort ist kein Kind, sondern %%.",oma,1
"Dort ist kein Kind, sondern %%.",oma.,1
"Dort ist kein Kind, sondern %%.",puppe,1
"Dort ist kein Kind, sondern %%.",teddybär,1
"Dort ist kein Kind, sondern %%.",tier,1
"Dort ist kein Kind, sondern %%.",vater,1
"Dort ist kein Kino, sondern %%.",theater,16
"Dort ist kein Kino, sondern %%.",restaurant,3
"Dort ist kein Kino, sondern %%.",bibliothek,2
"Dort ist kein Kino, sondern %%.",apferl,1
"Dort ist kein Kino, sondern %%.",apotheke,1
"Dort ist kein Kino, sondern %%.",bahnhof,1
"Dort ist kein Kino, sondern %%.",bank,1
"Dort ist kein Kino, sondern %%.",bar,1
"Dort ist kein Kino, sondern %%.",bühne,1
"Dort ist kein Kino, sondern %%.",bunker,1
"Dort ist kein Kino, sondern %%.",café,1
"Dort ist kein Kino, sondern %%.",disco,1
"Dort ist kein Kino, sondern %%.",disko,1
"Dort ist kein Kino, sondern %%.",fernseher,1
"Dort ist kein Kino, sondern %%.",hörsaal,1
"Dort ist kein Kino, sondern %%.",jüngling,1
"Dort ist kein Kino, sondern %%.",kirche,1
"Dort ist kein Kino, sondern %%.",konzert,1
"Dort ist kein Kino, sondern %%.",laden,1
"Dort ist kein Kino, sondern %%.",lichtspielhaus,1
"Dort ist kein Kino, sondern %%.",opernhaus,1
"Dort ist kein Kino, sondern %%.",palast,1
"Dort ist kein Kino, sondern %%.",parkhaus.,1
"Dort ist kein Kino, sondern %%.",saal,1
"Dort ist kein Kino, sondern %%.",schule,1
"Dort ist kein Kino, sondern %%.",spielhalle,1
"Dort ist kein Kino, sondern %%.",tempel,1
"Dort ist kein Kino, sondern %%.",tv,1
"Dort ist kein Kino, sondern %%.",videothek,1
"Dort ist kein Kleid, sondern %%.",rock,20
"Dort ist kein Kleid, sondern %%.",hose,7
"Dort ist kein Kleid, sondern %%.",jumpsuit,3
"Dort ist kein Kleid, sondern %%.",anzug,2
"Dort ist kein Kleid, sondern %%.",bluse,2
"Dort ist kein Kleid, sondern %%.",jacke,2
"Dort ist kein Kleid, sondern %%.",fußboden,1
"Dort ist kein Kleid, sondern %%.",hemd,1
"Dort ist kein Kleid, sondern %%.",himmel,1
"Dort ist kein Kleid, sondern %%.",jeans,1
"Dort ist kein Kleid, sondern %%.",maid,1
"Dort ist kein Kleid, sondern %%.",neid,1
"Dort ist kein Kleid, sondern %%.",pulli,1
"Dort ist kein Kleid, sondern %%.",röck,1
"Dort ist kein Kleid, sondern %%.",schneid.,1
"Dort ist kein Kleid, sondern %%.",schuhe,1
"Dort ist kein Kleid, sondern %%.",unterhose,1
"Dort ist kein Kloster, sondern %%.",kirche,25
"Dort ist kein Kloster, sondern %%.",burg,4
"Dort ist kein Kloster, sondern %%.",schule,2
"Dort ist kein Kloster, sondern %%.", gebäude,1
"Dort ist kein Kloster, sondern %%.",abtei,1
"Dort ist kein Kloster, sondern %%.",bar,1
"Dort ist kein Kloster, sondern %%.",bibliothek,1
"Dort ist kein Kloster, sondern %%.",bunker.,1
"Dort ist kein Kloster, sondern %%.",garten,1
"Dort ist kein Kloster, sondern %%.",grube,1
"Dort ist kein Kloster, sondern %%.",kapelle,1
"Dort ist kein Kloster, sondern %%.",kircheneinrichtung,1
"Dort ist kein Kloster, sondern %%.",messer,1
"Dort ist kein Kloster, sondern %%.",moos,1
"Dort ist kein Kloster, sondern %%.",nonne,1
