DATAFLOW,LAST UPDATE,freq,age,n_lang,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Türkiye,2022,17.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Austria,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Belgium,2022,18.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Bulgaria,2022,61.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Cyprus,2022,5.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Czechia,2022,9.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Germany,2022,2.1,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Denmark,2022,8.8,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Euro area – 20 countries (from 2023),2022,15.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Estonia,2022,4.1,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Greece,2022,30.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Spain,2022,36.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,European Union - 27 countries (from 2020),2022,18.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Finland,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,France,2022,11.3,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Croatia,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Hungary,2022,36.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Ireland,2022,36.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Iceland,2022,7.3,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Italy,2022,12.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Lithuania,2022,6.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Luxembourg,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Latvia,2022,4.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Malta,2022,17.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Netherlands,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Norway,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Poland,2022,22.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Portugal,2022,15.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Romania,2022,44.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Serbia,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Sweden,2022,1.8,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Slovenia,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Slovakia,2022,8.1,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Türkiye,2022,16.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Austria,2022,15.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Belgium,2022,27.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Bulgaria,2022,56.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Cyprus,2022,11.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Czechia,2022,27.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Germany,2022,17.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Denmark,2022,13.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Euro area – 20 countries (from 2023),2022,23.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Estonia,2022,7.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Greece,2022,23.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Spain,2022,48.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,European Union - 27 countries (from 2020),2022,28.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Finland,2022,12.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,France,2022,33.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Croatia,2022,25.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Hungary,2022,63.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Ireland,2022,40.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Iceland,2022,12.4,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Italy,2022,24.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Lithuania,2022,4.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Luxembourg,2022,5.0,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Latvia,2022,6.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Malta,2022,22.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Netherlands,2022,6.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Norway,2022,2.7,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Poland,2022,40.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Portugal,2022,20.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Romania,2022,52.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Serbia,2022,12.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Sweden,2022,4.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Slovenia,2022,4.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Slovakia,2022,16.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - vocational,Türkiye,2022,19.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Austria,2022,3.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Belgium,2022,5.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Bulgaria,2022,24.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Cyprus,2022,2.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Czechia,2022,2.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Germany,2022,6.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Denmark,2022,5.5,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Euro area – 20 countries (from 2023),2022,10.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Estonia,2022,1.9,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Greece,2022,9.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Spain,2022,25.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),European Union - 27 countries (from 2020),2022,10.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Finland,2022,3.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),France,2022,9.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Croatia,2022,3.7,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Hungary,2022,23.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Ireland,2022,27.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Iceland,2022,7.0,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Italy,2022,7.2,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Lithuania,2022,2.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Luxembourg,2022,3.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Latvia,2022,2.3,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Malta,2022,12.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Netherlands,2022,2.6,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Norway,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Poland,2022,6.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Portugal,2022,9.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Romania,2022,7.5,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Serbia,2022,2.8,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Sweden,2022,1.6,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Slovenia,2022,,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Slovakia,2022,2.4,u
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,Tertiary education (levels 5-8),Türkiye,2022,9.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Austria,2022,12.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Belgium,2022,22.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Bulgaria,2022,50.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Cyprus,2022,8.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Czechia,2022,22.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Germany,2022,12.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Denmark,2022,11.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Euro area – 20 countries (from 2023),2022,23.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Estonia,2022,5.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Greece,2022,30.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Spain,2022,42.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,European Union - 27 countries (from 2020),2022,25.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Finland,2022,9.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,France,2022,23.1,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Croatia,2022,22.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Hungary,2022,51.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Ireland,2022,37.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Iceland,2022,11.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Italy,2022,31.9,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Lithuania,2022,4.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Luxembourg,2022,5.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Latvia,2022,5.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Malta,2022,21.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Netherlands,2022,7.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Norway,2022,1.7,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Poland,2022,27.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Portugal,2022,30.9,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Romania,2022,51.0,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Serbia,2022,13.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Sweden,2022,4.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Slovenia,2022,4.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Slovakia,2022,14.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,No languages,Percentage,All ISCED 2011 levels,Türkiye,2022,44.4,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Austria,2022,43.3,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Belgium,2022,29.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Bulgaria,2022,28.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Cyprus,2022,48.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Czechia,2022,34.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Germany,2022,44.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Denmark,2022,30.2,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Euro area – 20 countries (from 2023),2022,31.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Estonia,2022,32.5,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Greece,2022,27.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Spain,2022,24.8,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",European Union - 27 countries (from 2020),2022,31.1,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Finland,2022,24.0,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",France,2022,34.6,b
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Croatia,2022,29.6,
ESTAT:EDAT_AES_L23(1.0),20/08/24 23:00:00,Annual,From 18 to 69 years,1 language,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",Hungary,2022,15.9,
