Item,Condition,Expectancy,Particle,Context,Start sentence,R-Expression,Particle used,Original particle,unexpected  and unfair,list,generation,model,temperature,seed
12,2,high,EW,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,1,", die bereits mit ihrer Krankheit und den damit verbundenen Herausforderungen zu kämpfen hat, wird jetzt auch noch mit einem Evaluationsgespräch konfrontiert.",gpt-3.5-turbo-16k,1.0,1
12,3,high,OH,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit stark beeinträchtigt. Ihr Arbeitgeber hat sie nun zum Evaluationsgespräch eingeladen.",Lisa,Lisa,ohne,ohne,unexpected,2,muss im Evaluationsgespräch offen und ehrlich über ihre gesundheitlichen Einschränkungen sprechen und gegebenenfalls nach Unterstützungsmöglichkeiten fragen.,gpt-3.5-turbo-16k,1.0,1
12,4,medium,RA,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Auch Lisa,Lisa,auch,auch,unexpected,3,"wird während des Evaluationsgesprächs ihre Leistung und Erfolge im letzten Jahr besprechen und darauf hinweisen, dass ihre chronische Krankheit keine Auswirkungen auf ihre Arbeit hat.",gpt-3.5-turbo-16k,1.0,1
12,5,medium,EW,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Ausgerechnet Lisa,Lisa,ausgerechnet,ausgerechnet,unexpected,4,"wird morgen zeigen können, dass ihre chronische Krankheit keine Rolle für ihre Leistungsfähigkeit oder Motivation spielt und dass sie trotzdem erfolgreich in ihrem Job ist.",gpt-3.5-turbo-16k,1.0,1
12,6,medium,OH,"Lisa hat eine chronische Krankheit, die ihre Leistungsfähigkeit bei der Arbeit aber nicht beeinträchtigt. Morgen hat sie das jährliche Evaluationsgespräch mit ihrem Arbeitgeber.",Lisa,Lisa,ohne,ohne,unexpected,5,"sollte beim Evaluationsgespräch mit ihrem Arbeitgeber offen über ihre chronische Krankheit sprechen und dabei betonen, dass diese ihre Leistungsfähigkeit nicht beeinträchtigt. Es ist wichtig, dass ihr Arbeitgeber über die Situation informiert ist und gegebenenfalls Hilfestellungen oder Anpassungen am Arbeitsplatz bieten kann.",gpt-3.5-turbo-16k,1.0,1
13,1,high,RA,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Nur Holland,Holland ,nur,nur,unexpected,1,"hat sich dafür entschieden, auf eine intelligente Lockdown-Strategie zu setzen, die auf Vertrauen in die Eigenverantwortung der Bürger und gezielte Maßnahmen zur Eindämmung der Pandemie setzt.",gpt-3.5-turbo-16k,1.0,1
13,2,high,EW,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Ausgerechnet Holland,Holland ,ausgerechnet,ausgerechnet,unexpected,2,hat sich trotz der vergleichsweise lockeren Maßnahmen mit steigenden Fallzahlen konfrontiert gesehen.,gpt-3.5-turbo-16k,1.0,1
13,3,high,OH,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat im Vergleich zu anderen europäischen Ländern wenige Maßnahmen getroffen, um die Pandemie zu bekämpfen. ",Holland ,Holland ,ohne,ohne ,unexpected,3,"hat sich für einen eher lockeren Umgang mit den Restriktionen und Einschränkungen entschieden, was zu Diskussionen über ihre Wirksamkeit und Folgen geführt hat.",gpt-3.5-turbo-16k,1.0,1
13,4,medium,RA,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Nur Holland,Holland ,nur,nur,unexpected,4,"hat jedoch einen etwas anderen Ansatz gewählt, indem es auf gezielte Lockdowns und lokale Maßnahmen setzt, anstatt flächendeckende Regelungen einzuführen.",gpt-3.5-turbo-16k,1.0,1
13,5,medium,EW,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Ausgerechnet Holland,Holland ,ausgerechnet,ausgerechnet,unexpected,5,hat in den letzten Monaten mit steigenden Infektionszahlen und Belastung des Gesundheitssystems zu kämpfen.,gpt-3.5-turbo-16k,1.0,1
13,6,medium,OH,"Weltweit herrscht seit 2 Jahren eine furchtbare Pandemie. Holland hat so wie alle anderen Länder in Europa Maßnahmen getroffen, um die Pandemie zu bekämpfen.",Holland ,Holland ,ohne,ohne ,unexpected,6,"hat strenge Lockdowns, Maskenpflicht in öffentlichen Innenräumen und ein Impfprogramm eingeführt, um die Verbreitung des Virus einzudämmen.",gpt-3.5-turbo-16k,1.0,1
14,1,high,RA,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Sogar Jonas,Jonas ,sogar,sogar,unexpected,2,bekam von seinem Betriebsarzt ein großes Lob für seinen gesunden Lebensstil und seine Disziplin beim Training.,gpt-3.5-turbo-16k,1.0,1
14,2,high,EW,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Gerade Jonas,Jonas ,gerade,gerade,unexpected,3,"wurde erneut bestätigt, dass seine harte Arbeit und Disziplin Früchte trägt: Seine Blutwerte sind optimal und sein Körper ist in bester Verfassung.",gpt-3.5-turbo-16k,1.0,1
14,3,high,OH,Topsportler Jonas kümmert sich sehr um seine Gesundheit: er isst jeden Tag viel Obst und Gemüse und trainiert mehrmals wöchentlich. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung. ,Jonas ,Jonas ,ohne,ohne,unexpected,4,"war erleichtert, als die Ergebnisse seiner betriebsärztlichen Untersuchung zeigten, dass er sich in einem ausgezeichneten Gesundheitszustand befindet.",gpt-3.5-turbo-16k,1.0,1
14,4,medium,RA,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Sogar Jonas,Jonas ,sogar,sogar,unexpected,5,"wurde von der betriebsärztlichen Untersuchung überrascht, als ihm geraten wurde, mehr auf seine Haltung am Schreibtisch zu achten.",gpt-3.5-turbo-16k,1.0,1
14,5,medium,EW,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Gerade Jonas,Jonas ,gerade,gerade,unexpected,6,"ist erleichtert, dass die Untersuchung ohne Probleme verlaufen ist und er weiterhin gesund lebt.",gpt-3.5-turbo-16k,1.0,1
14,6,medium,OH,Jonas treibt gelegentlich Sport und ernährt sich überwiegend gesund. Letzte Woche hatte er seine jährliche betriebsärztliche Untersuchung.,Jonas ,Jonas ,ohne,ohne,unexpected,1,hatte bei der Untersuchung gute Blutdruck- und Cholesterinwerte sowie einen gesunden BMI.,gpt-3.5-turbo-16k,1.0,1
15,1,high,RA,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,3,"ist die Anspannung in der Küche förmlich greifbar. Kevin und sein Team arbeiten mit noch mehr Präzision und Sorgfalt als sonst, um den Inspektor von ihrer herausragenden Kochkunst zu überzeugen.",gpt-3.5-turbo-16k,1.0,1
15,2,high,EW,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,4,"ist Kevin besonders aufgeregt und fokussiert darauf, sein Bestes zu geben und alle Gerichte perfekt zuzubereiten.",gpt-3.5-turbo-16k,1.0,1
15,3,high,OH,Kevin ist seit 2001 Koch in einem beliebten Restaurant in Berlin. Täglich bereitet er mit viel Liebe die leckersten Gerichte für seine Gäste zu. Am Donnerstag kommt ein Inspektor für eine eventuelle Michelin-Stern-Vergabe vorbei.  ,An diesem Tag,an diesem Tag,ohne,ohne,unexpected,5,"ist Kevin besonders nervös und aufgeregt. Er stellt sicher, dass alles perfekt vorbereitet ist und die Gerichte besonders raffiniert und ansprechend präsentiert werden.",gpt-3.5-turbo-16k,1.0,1
15,4,medium,RA,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,Nur an diesem Tag,an diesem Tag,bloß,bloß,unexpected,6,"hat das gesamte Team hart gearbeitet, um sicherzustellen, dass alle Gerichte perfekt zubereitet und präsentiert werden.",gpt-3.5-turbo-16k,1.0,1
15,5,medium,EW,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,Genau an diesem Tag,an diesem Tag,genau,genau,unexpected,1,steigt die Anspannung unter den Köchen im Restaurant noch einmal deutlich an.,gpt-3.5-turbo-16k,1.0,1
15,6,medium,OH,Kevin ist Koch in einem Restaurant in Berlin. Am Donnerstag gibt es eine Inspektion für eine eventuelle Michelin-Stern-Vergabe.,An diesem Tag,an diesem Tag,ohne,ohne ,unexpected,2,"ist Kevin besonders nervös und aufgeregt, da er weiß, wie wichtig diese Inspektion für das Restaurant ist.",gpt-3.5-turbo-16k,1.0,1
16,1,high,RA,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Auch dann,dann,auch,auch,unexpected,4,"Auch dann, als Max nervös war, blieb sein Hund ruhig und konzentriert, was Max das nötige Vertrauen gab, dass sie die Prüfung bestehen würden.",gpt-3.5-turbo-16k,1.0,1
16,2,high,EW,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Genau dann,dann,genau,genau,unexpected,5,"musste Max sicherstellen, dass sein Hund alle Befehle perfekt beherrschte und sich optimal konzentrieren konnte.",gpt-3.5-turbo-16k,1.0,1
16,3,high,OH,Max geht wöchentlich mit seinem Hund in die Hundeschule. Seit dem Welpenalter arbeitet Max zusammen mit dem Hund an guter Gehorsamkeit und Teambuilding. Kurz vor Weihnachten stand eine wichtige Prüfung an. ,Dann,dann,ohne,ohne,unexpected,6," Dann war es endlich soweit: Max und sein Hund traten zur Prüfung an und zeigten, was sie in der Hundeschule gelernt hatten.",gpt-3.5-turbo-16k,1.0,1
16,4,medium,RA,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Auch dann,dann,auch,auch,unexpected,1,"...nahmen Max und sein Hund fleißig am Training teil, um sich optimal auf die Prüfung vorzubereiten.",gpt-3.5-turbo-16k,1.0,1
16,5,medium,EW,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Genau dann,dann,genau,genau,unexpected,2,"musste Max mit seinem Hund all die verschiedenen Kommandos und Übungen üben, um gut auf die Prüfung vorbereitet zu sein.",gpt-3.5-turbo-16k,1.0,1
16,6,medium,OH,Max geht gelegentlich mit seinem Hund in die Hundeschule. Kurz vor Weihnachten stand eine Prüfung an. ,Dann,dann,ohne,ohne,unexpected,3,"musste Max und sein Hund zeigen, was sie alles in der Hundeschule gelernt hatten.",gpt-3.5-turbo-16k,1.0,1
17,1,high,RA,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Nur diese Woche,diese Woche,nur,nur,unexpected,5,"kann es jedoch passieren, dass die Prognose sich noch ändert, da das Wetter manchmal unvorhersehbar ist.",gpt-3.5-turbo-16k,1.0,1
17,2,high,EW,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Eben diese Woche,diese Woche,eben,eben,unexpected,6,", werden die Menschen in der Region gebeten, sich auf winterliche Straßenverhältnisse einzustellen und Vorsicht im Straßenverkehr walten zu lassen.",gpt-3.5-turbo-16k,1.0,1
17,3,high,OH,Der Wetterdienst hat seit 10 Jahren eine sehr hohe Präzision. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Diese Woche,diese Woche,ohne,ohne ,unexpected,1,"sollte man auf jeden Fall darauf vorbereitet sein, warme Kleidung und Schneeschaufeln bereitzuhalten.",gpt-3.5-turbo-16k,1.0,1
17,4,medium,RA,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Nur diese Woche,diese Woche,nur,nur,unexpected,2,", da ein Kaltluftstrom aus Norden erwartet wird, der Regen in Schnee verwandeln wird.",gpt-3.5-turbo-16k,1.0,1
17,5,medium,EW,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Eben diese Woche,diese Woche,eben,eben,unexpected,3,"rechnet die Stadtverwaltung mit verstärkten Schneeräumungsmaßnahmen, um die Straßen sicher zu halten.",gpt-3.5-turbo-16k,1.0,1
17,6,medium,OH,Der Wetterdienst hat in den letzten Jahren überwiegend zuverlässige Wettervorhersagen gemacht. Laut dem Wetterbericht soll es diese Woche heftig schneien. ,Diese Woche,diese Woche,ohne,ohne ,unexpected,4,sollte man daher darauf vorbereitet sein und sich auf glatte Straßen und Verzögerungen im Verkehr einstellen.,gpt-3.5-turbo-16k,1.0,1
18,1,high,RA,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Auch diese Münze,diese Münze,auch,auch,unexpected,6,"entpuppte sich als Fälschung, da Nora sofort anhand bestimmter Merkmale die Echtheit erkannte.",gpt-3.5-turbo-16k,1.0,1
18,2,high,EW,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,1,"entpuppte sich als Fälschung, da Nora sofort anhand ihrer langjährigen Erfahrung die Unterschiede zu echten Sammlerstücken erkennen konnte.",gpt-3.5-turbo-16k,1.0,1
18,3,high,OH,"Schon seit sie ein Kind war, sammelt Nora Münzen. Sie hat sehr viel Erfahrung und erkennt sehr wertvolle Exemplare sofort. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze.",Diese Münze ,diese Münze,ohne,ohne,unexpected,2,"entpuppte sich als Fälschung, da sie einige Unstimmigkeiten aufwies. Nora war dank ihrer langjährigen Erfahrung sofort skeptisch und konnte den Betrugsversuch entlarven.",gpt-3.5-turbo-16k,1.0,1
18,4,medium,RA,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Auch diese Münze,diese Münze,auch,auch,unexpected,3," entpuppte sich als eine Fälschung, was Nora aufgrund ihrer Erfahrung sofort erkannte.",gpt-3.5-turbo-16k,1.0,1
18,5,medium,EW,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Ausgerechnet diese Münze,diese Münze,ausgerechnet,ausgerechnet,unexpected,4,"entpuppte sich als Fälschung, als Nora sie genauer unter die Lupe nahm.",gpt-3.5-turbo-16k,1.0,1
18,6,medium,OH,"Nora sammelt schon länger Münzen. Die Erfahrung, die sie gesammelt hat, hilft ihr dabei, öfters sehr wertvolle Exemplare zu erkennen. Gestern brachte ihr ein befreundeter Sammler eine angeblich seltene Münze. ",Diese Münze ,diese Münze,ohne,ohne,unexpected,5,"Diese Münze erkannte Nora sofort als eine Fälschung, da das Prägemuster und die Details nicht den echten antiken Münzen entsprachen.",gpt-3.5-turbo-16k,1.0,1
19,1,high,RA,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Nur Christian,Christian,nur,nur,unexpected,1,"führte in diesem Moment ein kleines Fitness- und Dehnprogramm durch, um sich auf sein erstes Golfspiel vorzubereiten.",gpt-3.5-turbo-16k,1.0,1
19,2,high,EW,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,2,"hatte Bedenken, dass er kläglich versagen würde, da er keinerlei Erfahrung im Golfspielen hatte.",gpt-3.5-turbo-16k,1.0,1
19,3,high,OH,"Christian hat noch nie Golf gespielt. All seine engsten Freunde spielen aber bereits seit über 10 Jahren Golf. Sie haben ihn eingeladen, bei einem Turnier mitzumachen. ",Christian ,Christian,ohne,ohne,unexpected,3,"fühlt sich unsicher und nervös, da er keine Erfahrung im Golfspielen hat und befürchtet, dass er seine Freunde enttäuschen könnte.",gpt-3.5-turbo-16k,1.0,1
19,4,medium,RA,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Nur Christian,Christian,nur,nur,unexpected,4,"wusste, wie sehr sich seine Freunde über die Überraschung freuen würden, die er für sie vorbereitet hatte.",gpt-3.5-turbo-16k,1.0,1
19,5,medium,EW,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Ausgerechnet Christian,Christian,ausgerechnet,ausgerechnet,unexpected,5,"hatte noch nie zuvor Golf gespielt, aber er war bereit, sich der Herausforderung zu stellen und eine schöne Zeit mit seinen langjährigen Freunden zu verbringen.",gpt-3.5-turbo-16k,1.0,1
19,6,medium,OH,"Christian wurde von seinen Freunden eingeladen, mit ihnen zusammen Golf zu spielen. Er kennt seine Kumpel schon über 10 Jahre und freut sich auf das Spiel.",Christian ,Christian,ohne,ohne ,unexpected,6,"packte seine Golfschläger ein, stieg ins Auto und fuhr zum Golfplatz, gespannt darauf, einen unterhaltsamen Tag mit seinen langjährigen Freunden zu verbringen.",gpt-3.5-turbo-16k,1.0,1
20,1,high,RA,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Auch dieses Jahr,dieses Jahr,auch,auch,unexpected,2,wird der Kinderchor wieder die altbekannten klassischen Weihnachtslieder einstudieren und präsentieren.,gpt-3.5-turbo-16k,1.0,1
20,2,high,EW,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Ausgerechnet dieses Jahr,dieses Jahr,ausgerechnet,ausgerechnet,unexpected,3,"Ausgerechnet dieses Jahr wird der Chorvorsitzende von einer jungen und dynamischen Musiklehrerin übernommen, die frischen Wind in das Repertoire bringen möchte.",gpt-3.5-turbo-16k,1.0,1
20,3,high,OH,Der Kinderchor singt normalerweise an Weihnachten ausschließlich klassische Weihnachtslieder. Der Chor will diese Tradition auf keinen Fall ändern. Allerdings entscheidet der Chorvorsitzende über das jährliche Programm.   ,Dieses Jahr,dieses Jahr,ohne,ohne,unexpected,4,"hat der Chorvorsitzende beschlossen, dass auch moderne Weihnachtslieder in das Programm aufgenommen werden sollen.",gpt-3.5-turbo-16k,1.0,1
20,4,medium,RA,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Auch dieses Jahr,dieses Jahr,auch,auch,unexpected,5,"möchte der Kinderchor die traditionellen Weihnachtslieder mit modernen Stücken kombinieren, um das Publikum zu überraschen und zu begeistern.",gpt-3.5-turbo-16k,1.0,1
20,5,medium,EW,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Ausgerechnet dieses Jahr,dieses Jahr,ausgerechnet,ausgerechnet,unexpected,6,"möchte der Kinderchor mit dem Chorvorsitzenden Rücksprache halten, um neue und abwechslungsreiche Lieder für das Weihnachtskonzert zu wählen.",gpt-3.5-turbo-16k,1.0,1
20,6,medium,OH,Der Kinderchor singt an Weihnachten klassische Weihnachtslieder. Dieses Jahr will der Chor gerne zusätzlich andere Lieder singen und hält darum mit dem Chorvorsitzenden Rücksprache. ,Dieses Jahr,dieses Jahr,ohne,ohne ,unexpected,1,"möchte der Kinderchor nicht nur klassische Weihnachtslieder singen, sondern auch moderne Pop-Songs und traditionelle Weihnachtslieder aus verschiedenen Ländern präsentieren, um das Publikum zu überraschen und zu begeistern.",gpt-3.5-turbo-16k,1.0,1
21,1,high,RA,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Nur Ruth ,Ruth,nur,nur,unexpected,3,"hatte keine Angst vor der Herausforderung und hat sich tapfer ins Spiel gestürzt, um zu zeigen, was sie in den letzten Monaten gelernt hat.",gpt-3.5-turbo-16k,1.0,1
21,2,high,EW,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Gerade Ruth,Ruth,gerade,gerade,unexpected,4,"steht noch am Anfang ihrer Handballkarriere, hat jedoch bereits große Fortschritte gemacht und wird sicherlich mit mehr Erfahrung noch stärker werden.",gpt-3.5-turbo-16k,1.0,1
21,3,high,OH,Ruth spielt erst seit 6 Monaten Handball. Am Sonntag hatte sie ihr erstes Spiel. Die meisten anderen Spielerinnen spielen bereits seit dem Kindesalter Handball. ,Ruth,Ruth,ohne,ohne ,unexpected,5,"hatte anfangs Bedenken, ob sie den Anforderungen des Spiels gewachsen sein würde.",gpt-3.5-turbo-16k,1.0,1
21,4,medium,RA,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Nur Ruth ,Ruth,nur,nur,unexpected,6,"hatte vor dem Spiel mit einer leichten Verletzung zu kämpfen, die sie jedoch nicht davon abhielt, ihr Bestes zu geben und ihr Team zu unterstützen.",gpt-3.5-turbo-16k,1.0,1
21,5,medium,EW,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Gerade Ruth,Ruth,gerade,gerade,unexpected,1, war besonders motiviert und fokussiert auf das Spiel.,gpt-3.5-turbo-16k,1.0,1
21,6,medium,OH,Ruth spielt Handball beim örtlichen Verein. Am Sonntag hatte ihr Team das erste Spiel der Saison. Alle Spielerinnen haben sich unheimlich auf das Spiel gefreut. ,Ruth,Ruth,ohne,ohne ,unexpected,2,"war besonders aufgeregt, da sie nach einer langen Verletzungspause endlich wieder auf dem Spielfeld stehen konnte.",gpt-3.5-turbo-16k,1.0,1
22,1,high,RA,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Auch heute,heute ,auch,auch,unexpected,4,"hält Janina gespannt den Atem an, während das Licht im Saal langsam dimmt und der Vorhang sich zu öffnen beginnt.",gpt-3.5-turbo-16k,1.0,1
22,2,high,EW,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Eben heute,heute ,eben,eben,unexpected,5,"hält Janina voller Vorfreude die Theaterkarten in der Hand und kann es kaum erwarten, endlich die lang ersehnte Aufführung zu erleben.",gpt-3.5-turbo-16k,1.0,1
22,3,high,OH,"Janina geht heute Abend mit ihrem Vater ins Theater. Jedes Mal, als die Aufführung aufgrund der Pandemie verschoben wurde, hat sie viel geheult. Ihr Vater hat sie jedes Mal beruhigen müssen und hofft nun, dass das Stück heute endlich stattfindet.",Heute,heute ,ohne,ohne ,unexpected,6,"Abend freut sich Janina darauf, endlich die lang ersehnte Aufführung im Theater mit ihrem Vater zu erleben und hofft, dass alles reibungslos abläuft.",gpt-3.5-turbo-16k,1.0,1
22,4,medium,RA,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Auch heute,heute ,auch,auch,unexpected,1,"sind die beiden überglücklich, endlich wieder gemeinsam kulturelle Veranstaltungen erleben zu können und freuen sich auf einen besonderen Abend im Theater.",gpt-3.5-turbo-16k,1.0,1
22,5,medium,EW,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Eben heute,heute ,eben,eben,unexpected,2,"freuen sich Janina und ihr Vater darauf, endlich wieder gemeinsam kulturelle Veranstaltungen genießen zu können.",gpt-3.5-turbo-16k,1.0,1
22,6,medium,OH,Janina geht heute Abend mit ihrem Vater ins Theater. Die Aufführung ist aufgrund der Pandemie mehrmals verschoben worden. Nach zwei Jahren ist es dann heute endlich soweit! ,Heute,heute ,ohne,ohne ,unexpected,3,"ist Janina besonders aufgeregt, endlich wieder live Theater zu erleben und Zeit mit ihrem Vater zu verbringen.",gpt-3.5-turbo-16k,1.0,1
23,1,high,RA,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Sogar dieses Wochenende,dieses Wochenende,sogar,sogar,unexpected,5,hat Hendrik Lea wieder mit einem wunderschönen Blumenstrauß überrascht.,gpt-3.5-turbo-16k,1.0,1
23,2,high,EW,Lea ist bereits über 20 Jahre mit Hendrik verheiratet. Jedes Wochenende bringt er ihr sehr zuverlässig Blumen mit. ,Ausgerechnet dieses Wochenende,dieses Wochenende,ausgerechnet,ausgerechnet,unexpected,6,musste Hendrik jedoch aufgrund eines beruflichen Notfalls verreisen und konnte Lea keine Blumen mitbringen.,gpt-3.5-turbo-16k,1.0,1
